room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_accommodates,accommodates_per_bedroom,reviews_per_month_per_review,availability_ratio_30_365,host_listing_concentration,review_scores_mean,description_char_len,description_word_count,amenities_item_count,property_type_char_len,host_tenure_days,days_since_first_review,days_since_last_review
Entire home/apt,8,2.0,4.0,4.0,within an hour,t,21.0,47.0,26.03065,-80.13907,t,22,36,66,155,73,2,0,4.86,4.85,4.75,4.64,1.76,600.0,0.5,2.0,0.0241095890410958,0.1419354838709677,0.4468085106382978,4.775,159,26,53,11,3214.0,882.0,-328.0
Entire home/apt,2,1.0,0.0,1.0,within an hour,t,2.0,2.0,45.47620077563883,9.173343024204668,t,16,42,71,71,3,2,0,5.0,5.0,5.0,5.0,0.13,117.0,0.5,,0.0433333333333333,0.2253521126760563,1.0,5.0,477,81,50,18,3132.0,238.0,-260.0
Private room,2,1.0,1.0,0.0,,f,5.0,5.0,40.60724,17.67766,t,30,60,90,269,0,0,0,,,,,,158.0,0.0,2.0,,0.1115241635687732,1.0,,206,37,38,33,-95.0,,
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,2.0,2.0,-32.1291994957002,152.14916829206544,t,30,52,81,350,48,32,3,5.0,4.9,4.92,4.98,2.07,157.0,0.5,4.0,0.043125,0.0857142857142857,1.0,4.95,499,87,72,9,2353.0,266.0,-413.0
Entire home/apt,6,2.0,2.0,3.0,within an hour,f,63.0,126.0,20.95064,-156.68959,t,10,28,42,187,12,3,0,4.42,4.33,5.0,4.5,0.14,325.0,0.5,3.0,0.0116666666666666,0.053475935828877,0.5,4.5625,48,9,25,12,2498.0,2155.0,-364.0
Entire home/apt,2,1.0,1.0,1.0,within a few hours,f,2.0,2.0,40.70227,-73.90411,t,23,51,51,135,54,0,0,4.69,4.61,4.76,4.52,0.66,119.0,0.5,2.0,0.0122222222222222,0.1703703703703703,1.0,4.645,243,34,31,18,2915.0,2038.0,385.0
Entire home/apt,4,2.0,2.0,2.0,within a day,f,1.0,1.0,44.8474799,-0.5452268,t,28,58,84,359,3,0,0,5.0,5.0,5.0,5.0,0.1,200.0,0.5,2.0,0.0333333333333333,0.0779944289693593,1.0,5.0,491,74,50,16,2099.0,498.0,104.0
Entire home/apt,4,1.0,1.0,1.0,within an hour,t,4.0,9.0,40.67429,-73.94784,t,13,19,33,33,11,11,2,5.0,5.0,4.82,4.91,4.23,163.0,0.25,4.0,0.3845454545454546,0.3939393939393939,0.4444444444444444,4.9325,49,9,27,18,418.0,-349.0,-423.0
Entire home/apt,3,1.0,1.0,1.0,within a few hours,f,83.0,86.0,40.74875,-73.97736,t,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,0.03,180.0,0.3333333333333333,3.0,0.03,0.0821917808219178,0.9651162790697676,5.0,500,77,24,18,2484.0,580.0,580.0
Private room,6,2.0,3.0,5.0,,f,19.0,23.0,43.34837,-2.9095,t,30,60,90,90,4,0,0,4.5,4.5,4.5,4.5,0.04,400.0,0.8333333333333334,2.0,0.01,0.3333333333333333,0.8260869565217391,4.5,300,47,16,23,3012.0,2633.0,2276.0
Entire home/apt,2,1.0,0.0,2.0,within a day,f,4.0,4.0,45.48101,9.17795,t,26,54,84,321,3,0,0,4.33,5.0,4.67,4.0,0.08,125.0,1.0,,0.0266666666666666,0.0809968847352024,1.0,4.5,484,82,31,18,2763.0,625.0,476.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,t,2.0,3.0,36.11783,-86.74178,t,16,34,59,329,473,31,4,4.88,4.85,4.77,4.87,4.31,136.0,0.5,2.0,0.0091120507399577,0.0486322188449848,0.6666666666666666,4.8425,218,38,39,16,2943.0,2851.0,-423.0
Private room,4,1.0,1.0,3.0,,f,10.0,10.0,37.0279192,25.3729892,t,0,0,0,76,0,0,0,,,,,,240.0,0.75,4.0,,0.0,1.0,,432,69,17,33,2523.0,,
Entire home/apt,6,2.0,2.0,3.0,within an hour,t,25.0,25.0,48.869089,2.3599564,t,13,29,52,321,18,18,2,4.89,4.94,4.89,4.78,4.15,264.0,0.5,3.0,0.2305555555555555,0.0404984423676012,1.0,4.875,426,66,28,18,43.0,-214.0,-336.0
Entire home/apt,2,1.0,1.0,1.0,,f,1.0,3.0,41.6685729,-71.27326289999999,t,30,60,90,341,13,6,0,5.0,5.0,5.0,5.0,0.48,190.0,0.5,2.0,0.0369230769230769,0.0879765395894428,0.3333333333333333,5.0,470,72,45,25,3333.0,441.0,-286.0
Entire home/apt,3,1.0,1.0,1.0,within an hour,t,4.0,4.0,13.769887831300505,100.62257397919892,t,5,23,53,325,47,47,2,4.91,4.89,4.47,4.91,4.34,915.0,0.3333333333333333,3.0,0.0923404255319148,0.0153846153846153,1.0,4.795,534,97,42,18,4001.0,-36.0,-335.0
Entire home/apt,10,2.0,4.0,4.0,within an hour,f,1.0,1.0,36.82424223505545,-114.08164702355862,t,2,13,38,298,68,26,0,4.79,4.75,4.9,4.65,2.35,257.0,0.4,2.5,0.0345588235294117,0.0067114093959731,1.0,4.7725,483,80,59,11,449.0,427.0,-406.0
Entire home/apt,3,1.0,0.0,2.0,within an hour,t,2.0,2.0,43.77728,11.25115,t,5,12,18,212,267,48,1,4.95,5.0,4.98,4.93,2.05,84.0,0.6666666666666666,,0.0076779026217228,0.0235849056603773,1.0,4.965,259,42,29,11,3605.0,3471.0,-433.0
Entire home/apt,2,1.0,1.0,1.0,within a few hours,f,1.0,2.0,41.1071,16.86518,t,24,53,69,69,30,5,0,4.97,5.0,4.5,4.97,0.44,95.0,0.5,2.0,0.0146666666666666,0.3478260869565217,0.5,4.859999999999999,512,79,54,11,3048.0,1656.0,-269.0
Private room,2,0.5,1.0,1.0,within an hour,f,3.0,3.0,40.34717986132776,-3.706705234944821,t,0,0,0,0,24,24,0,4.67,4.75,4.42,4.83,4.47,34.0,0.5,2.0,0.18625,,1.0,4.6675,148,26,10,27,-65.0,-274.0,-401.0
Entire home/apt,5,2.0,2.0,4.0,within an hour,t,1.0,1.0,43.31511,-1.9799,t,28,58,88,176,134,32,0,4.93,4.84,4.99,4.79,2.5,137.0,0.8,2.5,0.0186567164179104,0.1590909090909091,1.0,4.8875,481,77,60,18,1267.0,1241.0,-334.0
Entire home/apt,4,1.0,2.0,2.0,within a few hours,f,2.0,2.0,-37.60525,145.273,t,20,50,80,80,30,7,0,4.43,4.37,4.8,4.3,1.25,103.0,0.5,2.0,0.0416666666666666,0.25,1.0,4.4750000000000005,428,74,52,11,3316.0,294.0,-379.0
Entire home/apt,4,1.0,2.0,3.0,within an hour,t,1.0,1.0,54.39348,-8.5354,t,10,10,10,155,28,28,2,5.0,5.0,4.96,5.0,6.72,121.0,0.75,2.0,0.24,0.064516129032258,1.0,4.99,424,73,49,17,2142.0,-223.0,-335.0
Private room,3,1.0,1.0,2.0,within an hour,f,5.0,5.0,51.35065603561159,-0.1063843310009122,t,30,60,90,365,1,1,0,3.0,4.0,4.0,3.0,0.77,65.0,0.6666666666666666,3.0,0.77,0.0821917808219178,1.0,3.5,54,11,11,20,-213.0,-307.0,-307.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,25.0,33.0,48.85731160459639,2.3575947962951505,t,12,32,62,62,11,11,3,4.82,4.64,5.0,4.82,3.59,115.0,0.5,2.0,0.3263636363636363,0.1935483870967742,0.7575757575757576,4.82,494,81,27,18,3754.0,-252.0,-333.0
Entire home/apt,7,2.0,3.0,6.0,within an hour,f,31.0,34.0,39.471329,-0.377594,t,20,50,78,284,42,11,0,4.33,4.5,4.88,4.26,0.97,228.0,0.8571428571428571,2.3333333333333335,0.023095238095238,0.0704225352112676,0.9117647058823528,4.4925,269,52,15,25,920.0,863.0,-360.0
Entire home/apt,4,2.0,2.0,2.0,within a few hours,f,1.0,2.0,51.48831,-0.10495,t,20,36,66,87,8,1,0,4.88,5.0,5.0,4.63,0.13,270.0,0.5,2.0,0.01625,0.2298850574712643,0.5,4.8774999999999995,499,79,30,18,3191.0,1463.0,-2.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,135.0,219.0,37.08025924533487,25.25385924202203,t,29,59,89,364,3,1,0,4.67,4.33,4.0,3.33,0.18,46.0,0.5,2.0,0.06,0.0796703296703296,0.6164383561643836,4.0825,248,43,22,11,347.0,157.0,-242.0
Entire home/apt,2,1.0,0.0,1.0,within an hour,f,4.0,6.0,32.721153,-117.156204,t,26,56,86,87,237,35,0,4.75,4.84,4.79,4.65,5.58,104.0,0.5,,0.0235443037974683,0.2988505747126437,0.6666666666666666,4.7575,185,30,32,18,1959.0,917.0,-299.0
Private room,2,1.5,1.0,2.0,within a few hours,f,2.0,2.0,51.45485134586305,-0.1971213055352398,t,0,0,17,237,0,0,0,,,,,,60.0,1.0,2.0,,0.0,1.0,,499,87,45,20,43.0,,
Hotel room,2,1.0,1.0,1.0,within an hour,f,3049.0,5928.0,40.76055,-73.98636,t,30,60,90,336,27,26,1,4.19,4.26,4.93,4.3,2.14,237.0,0.5,2.0,0.0792592592592592,0.0892857142857142,0.5143387314439946,4.42,401,69,21,13,315.0,-48.0,-398.0
Entire home/apt,6,2.0,4.0,4.0,,f,1.0,2.0,53.2629132,-9.0753845,t,30,60,90,365,0,0,0,,,,,,160.0,0.6666666666666666,1.5,,0.0821917808219178,0.5,,515,79,5,11,3288.0,,
Entire home/apt,12,3.0,5.0,9.0,,f,1.0,1.0,41.81914,3.05509,t,29,59,89,269,14,0,0,4.86,5.0,4.5,4.79,0.12,609.0,0.75,2.4,0.0085714285714285,0.1078066914498141,1.0,4.7875,271,35,46,18,3185.0,3102.0,519.0
Entire home/apt,6,1.5,4.0,4.0,within an hour,t,38.0,42.0,43.1388,-77.58148,t,23,53,75,332,89,39,2,4.91,4.85,4.87,4.87,2.92,142.0,0.6666666666666666,1.5,0.0328089887640449,0.0692771084337349,0.9047619047619048,4.875,513,91,53,11,2751.0,499.0,-404.0
Entire home/apt,3,1.0,1.0,1.0,within an hour,t,2.0,2.0,37.09977,25.39202,t,1,1,1,114,18,11,0,4.94,5.0,4.44,4.89,0.43,60.0,0.3333333333333333,3.0,0.0238888888888888,0.0087719298245614,1.0,4.817500000000001,236,43,44,11,1432.0,903.0,-240.0
Entire home/apt,12,2.5,5.0,6.0,within a few hours,f,1.0,1.0,-26.51731,153.034,t,0,11,14,64,18,6,0,4.61,4.39,4.67,4.22,0.36,888.0,0.5,2.4,0.02,0.0,1.0,4.4725,420,71,79,11,1408.0,1093.0,-385.0
Private room,3,1.0,1.0,1.0,,f,1.0,1.0,59.91369599999999,10.7647968,t,0,0,30,211,4,4,0,4.5,4.5,4.5,4.5,0.8,750.0,0.3333333333333333,3.0,0.2,0.0,1.0,4.5,310,54,8,27,2477.0,-215.0,-238.0
Private room,2,1.0,1.0,1.0,within a few hours,f,6.0,6.0,40.41167,-3.70701,t,18,48,78,353,10,5,1,4.1,4.4,5.0,4.3,0.48,18.0,0.5,2.0,0.048,0.0509915014164305,1.0,4.45,61,9,3,27,957.0,198.0,-417.0
Entire home/apt,2,1.0,1.0,1.0,within a day,f,1.0,2.0,51.57149,-0.06489,t,7,37,67,67,24,3,0,4.96,4.83,4.67,4.92,0.52,120.0,0.5,2.0,0.0216666666666666,0.1044776119402985,0.5,4.845,500,81,22,18,1854.0,1044.0,-209.0
Entire home/apt,4,1.0,2.0,3.0,within an hour,t,1.0,1.0,-37.71651,144.89177,t,13,40,68,332,62,62,8,4.84,4.82,4.84,4.9,5.12,161.0,0.75,2.0,0.0825806451612903,0.0391566265060241,1.0,4.85,493,74,28,18,2483.0,-65.0,-425.0
Entire home/apt,6,1.0,2.0,2.0,,f,4.0,4.0,36.81391525268555,14.46865177154541,t,1,1,1,1,1,0,0,5.0,5.0,5.0,5.0,0.02,115.0,0.3333333333333333,3.0,0.02,1.0,1.0,5.0,358,64,24,11,3433.0,890.0,890.0
Entire home/apt,2,1.5,1.0,1.0,within an hour,t,2.0,2.0,-33.9472,115.07517,t,6,19,40,195,6,6,2,5.0,5.0,5.0,4.83,1.03,295.0,0.5,2.0,0.1716666666666666,0.0307692307692307,1.0,4.9575,355,58,56,11,2742.0,-186.0,-335.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,f,2.0,2.0,37.99568,23.73424,t,15,45,75,350,74,14,0,4.82,4.88,4.61,4.7,1.24,50.0,0.5,2.0,0.0167567567567567,0.0428571428571428,1.0,4.7524999999999995,504,82,40,18,2398.0,1433.0,-306.0
Entire home/apt,6,1.0,1.0,2.0,within an hour,f,86.0,128.0,51.557133102920346,0.0691901813562976,t,12,29,53,328,11,11,2,3.82,3.91,3.36,4.0,1.79,89.0,0.3333333333333333,6.0,0.1627272727272727,0.0365853658536585,0.671875,3.7725,527,89,7,18,2082.0,-162.0,-330.0
Entire home/apt,3,1.0,0.0,2.0,within an hour,f,7.0,7.0,40.68488,-73.95466,t,7,29,56,270,308,49,1,4.75,4.88,4.72,4.62,4.29,130.0,0.6666666666666666,,0.0139285714285714,0.0259259259259259,1.0,4.7425,496,80,23,18,1783.0,1727.0,-396.0
Entire home/apt,8,3.0,4.0,5.0,within an hour,f,4.0,4.0,39.62408509999999,2.6173259,t,30,60,90,252,0,0,0,,,,,,660.0,0.625,2.0,,0.119047619047619,1.0,,399,67,46,11,770.0,,
Entire home/apt,2,1.0,1.0,0.0,within an hour,f,5.0,5.0,40.38717,-3.65275,t,4,4,4,4,83,13,0,4.47,4.45,4.33,4.3,1.23,59.0,0.0,2.0,0.0148192771084337,1.0,1.0,4.3875,212,34,22,11,3470.0,1592.0,-399.0
Entire home/apt,4,1.0,2.0,2.0,,t,1.0,1.0,48.86957150377093,2.2923290973037345,t,21,51,81,227,72,24,0,4.96,4.94,4.99,4.85,2.24,300.0,0.5,2.0,0.0311111111111111,0.092511013215859,1.0,4.9350000000000005,114,18,36,18,2098.0,623.0,-293.0
Entire home/apt,6,1.0,2.0,3.0,a few days or more,f,1.0,1.0,45.49269083983519,9.238885654199017,t,30,60,90,365,3,2,0,5.0,5.0,5.0,5.0,0.13,274.0,0.5,3.0,0.0433333333333333,0.0821917808219178,1.0,5.0,249,45,8,18,2001.0,253.0,-111.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,1.0,2.0,34.00061,-118.43236,t,14,42,71,71,329,44,2,4.89,4.93,4.91,4.81,4.13,104.0,0.5,2.0,0.0125531914893617,0.1971830985915492,0.5,4.885,332,49,50,18,3640.0,1962.0,-412.0
Entire home/apt,2,1.0,1.0,2.0,within an hour,t,1.0,2.0,37.76006,-122.43424,t,29,43,43,261,149,5,1,4.91,4.98,4.9,4.82,1.08,208.0,1.0,2.0,0.007248322147651,0.1111111111111111,0.5,4.9025,590,97,60,18,3995.0,3725.0,-421.0
Private room,3,1.0,1.0,1.0,within an hour,f,18.0,19.0,19.41133,-99.1778,t,25,51,81,260,60,54,2,4.75,4.78,4.85,4.8,4.05,450.0,0.3333333333333333,3.0,0.0674999999999999,0.0961538461538461,0.9473684210526316,4.795,324,50,35,27,536.0,81.0,-343.0
Entire home/apt,9,6.0,8.0,3.0,within an hour,t,6.0,8.0,34.72047,-118.02529,t,27,57,87,362,19,1,0,4.95,4.89,4.84,4.74,0.33,760.0,0.3333333333333333,1.125,0.0173684210526315,0.074585635359116,0.75,4.855,477,78,54,18,1666.0,1282.0,-384.0
Private room,4,1.0,1.0,3.0,within an hour,f,3.0,3.0,52.03049,-9.47466,t,24,54,82,289,49,4,0,4.9,4.92,4.89,4.7,0.48,126.0,0.75,4.0,0.0097959183673469,0.0830449826989619,1.0,4.8525,568,97,30,27,2771.0,2730.0,-298.0
Entire home/apt,2,1.0,0.0,1.0,within an hour,f,54.0,94.0,-33.87997696224824,151.20554870789223,t,8,38,68,68,33,33,3,4.58,4.67,4.82,4.58,3.22,193.0,0.5,,0.0975757575757575,0.1176470588235294,0.574468085106383,4.6625,408,65,28,18,1967.0,-121.0,-412.0
Entire home/apt,5,1.0,2.0,4.0,within an hour,t,2.0,3.0,36.2025,28.1363,t,0,0,13,90,26,10,0,5.0,5.0,4.96,5.0,0.48,99.0,0.8,2.5,0.0184615384615384,0.0,0.6666666666666666,4.99,465,71,54,14,1349.0,1259.0,-307.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,2.0,4.0,45.48126,9.18825,t,12,22,33,105,109,16,0,4.88,4.84,4.96,4.82,0.94,114.0,0.5,4.0,0.0086238532110091,0.1142857142857142,0.5,4.875,468,83,70,18,3400.0,3025.0,-231.0
Entire home/apt,12,4.0,5.0,6.0,within an hour,f,549.0,1040.0,-38.47112,144.04912,t,9,34,57,255,28,12,1,4.93,4.79,4.96,4.71,0.75,801.0,0.5,2.4,0.0267857142857142,0.0352941176470588,0.5278846153846154,4.8475,239,42,23,11,2723.0,757.0,-344.0
Entire home/apt,2,1.5,2.0,2.0,within an hour,t,1.0,1.0,38.1169527,13.364153,t,26,56,86,266,3,3,0,4.67,4.67,4.33,4.67,0.33,135.0,1.0,1.0,0.11,0.0977443609022556,1.0,4.585,493,76,40,11,1245.0,-96.0,-213.0
Entire home/apt,7,2.0,4.0,6.0,within an hour,f,340.0,1480.0,35.45087,24.21064,t,0,0,0,274,7,3,0,4.71,4.57,4.71,4.43,0.24,162.0,0.8571428571428571,1.75,0.0342857142857142,0.0,0.2297297297297297,4.605,507,70,19,12,2660.0,506.0,-238.0
Private room,2,1.0,1.0,1.0,within a day,f,2.0,2.0,40.88149,-73.91013,t,29,59,89,364,6,0,0,4.33,4.17,4.0,4.33,0.26,50.0,0.5,2.0,0.0433333333333333,0.0796703296703296,1.0,4.2075,130,20,60,21,1989.0,260.0,44.0
Entire home/apt,5,1.0,1.0,3.0,,f,1.0,2.0,48.83294,2.30931,t,30,60,90,270,0,0,0,,,,,,360.0,0.6,5.0,,0.1111111111111111,0.5,,500,80,30,18,-195.0,,
Entire home/apt,2,1.0,0.0,1.0,within an hour,f,4.0,4.0,40.4265696,-3.6713847,t,12,42,72,72,0,0,0,,,,,,110.0,0.5,,,0.1666666666666666,1.0,,487,70,7,25,-403.0,,
Entire home/apt,5,2.0,3.0,3.0,within an hour,f,87.0,108.0,32.76048567245797,-96.86256011154734,t,0,0,0,0,2,2,1,4.5,5.0,5.0,5.0,0.19,151.0,0.6,1.6666666666666667,0.095,,0.8055555555555556,4.875,488,79,45,18,4489.0,-115.0,-433.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,,5.0,5.0,45.46941713339422,9.22278553856751,t,11,36,66,159,29,29,1,4.83,4.62,4.86,4.72,4.24,81.0,0.5,4.0,0.1462068965517241,0.0691823899371069,1.0,4.757499999999999,459,79,34,18,-154.0,-234.0,-426.0
Entire home/apt,3,1.0,1.0,2.0,within an hour,t,3.0,3.0,21.283661,-157.83223,t,11,16,28,234,77,18,0,4.81,4.58,4.91,4.68,1.86,142.0,0.6666666666666666,3.0,0.0241558441558441,0.047008547008547,1.0,4.745,481,79,70,12,1298.0,806.0,-377.0
Private room,4,1.0,1.0,1.0,,f,4.0,13.0,26.10812,-80.13668,t,13,34,58,330,1,0,0,5.0,5.0,4.0,5.0,0.05,230.0,0.25,4.0,0.05,0.0393939393939393,0.3076923076923077,4.75,216,33,10,27,3042.0,302.0,302.0
Entire home/apt,3,1.0,1.0,2.0,,f,1.0,3.0,41.17468,-8.58977,t,1,1,1,1,46,42,1,4.96,4.89,4.72,4.85,3.07,62.0,0.6666666666666666,3.0,0.0667391304347826,1.0,0.3333333333333333,4.855,373,63,66,18,2215.0,15.0,-413.0
Entire home/apt,2,1.0,0.0,1.0,within an hour,,170.0,710.0,51.51105988877048,-0.1959375273584139,t,8,38,57,57,5,0,0,5.0,4.8,5.0,5.0,0.33,99.0,0.5,,0.066,0.1403508771929824,0.2394366197183098,4.95,428,73,29,18,1855.0,107.0,40.0
Private room,2,1.0,1.0,1.0,within a few hours,f,11.0,11.0,38.03625,14.01968,t,0,0,0,274,0,0,0,,,,,,141.0,0.5,2.0,,0.0,1.0,,86,14,11,27,210.0,,
Entire home/apt,10,2.0,4.0,6.0,within an hour,t,266.0,406.0,35.32722,24.67094,t,0,0,0,205,32,7,0,4.97,5.0,4.81,4.94,0.27,342.0,0.6,2.5,0.0084375,0.0,0.6551724137931034,4.93,376,61,75,12,3603.0,3163.0,-276.0
Entire home/apt,4,1.0,1.0,4.0,within an hour,t,1.0,1.0,37.37215,14.3675,t,27,57,87,308,92,9,0,4.88,4.99,4.85,4.9,0.87,133.0,1.0,4.0,0.0094565217391304,0.0876623376623376,1.0,4.905,250,46,59,18,3397.0,2795.0,-304.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,4.0,4.0,38.72723,-9.14805,t,26,56,86,361,169,38,2,4.78,4.84,4.86,4.67,2.4,70.0,0.5,2.0,0.0142011834319526,0.0720221606648199,1.0,4.7875,0,0,29,18,2422.0,1672.0,-417.0
Entire home/apt,2,1.0,1.0,2.0,within an hour,t,2.0,3.0,41.0441,-8.64997,t,13,31,45,257,58,17,0,4.95,4.98,4.97,4.83,1.7,76.0,1.0,2.0,0.0293103448275862,0.0505836575875486,0.6666666666666666,4.932499999999999,91,18,36,17,3823.0,588.0,-300.0
Entire home/apt,4,2.0,1.0,2.0,within an hour,f,4.0,4.0,41.149681,-8.612991,t,9,22,35,304,85,7,0,4.79,4.69,4.93,4.79,1.09,55.0,0.5,4.0,0.0128235294117647,0.0296052631578947,1.0,4.8,309,48,47,18,2847.0,1912.0,-279.0
Entire home/apt,4,3.0,3.0,4.0,within an hour,t,2.0,2.0,52.35236,4.91108,t,0,2,3,94,24,8,0,4.92,4.54,4.92,4.58,0.7,449.0,1.0,1.3333333333333333,0.0291666666666666,0.0,1.0,4.74,0,0,40,9,3139.0,604.0,-238.0
Entire home/apt,9,1.0,3.0,6.0,,,14.0,14.0,51.90616,4.48841,t,20,46,72,160,64,10,0,4.84,4.78,4.81,4.42,1.54,421.0,0.6666666666666666,3.0,0.0240625,0.125,1.0,4.7125,466,74,63,9,746.0,890.0,-323.0
Private room,2,1.0,1.0,1.0,,f,1.0,1.0,51.49200654749839,-0.0439313080578277,t,0,27,57,237,0,0,0,,,,,,50.0,0.5,2.0,,0.0,1.0,,173,33,3,20,2554.0,,
Entire home/apt,11,2.5,3.0,0.0,within an hour,f,1.0,1.0,41.38048,-71.62226,t,29,59,89,255,3,3,0,5.0,5.0,5.0,5.0,0.51,419.0,0.0,3.6666666666666665,0.17,0.1137254901960784,1.0,5.0,499,87,55,11,-98.0,-188.0,-215.0
Entire home/apt,2,1.0,1.0,2.0,within a day,f,1.0,1.0,19.35843,-99.23495,t,29,59,89,269,0,0,0,,,,,,384.0,1.0,2.0,,0.1078066914498141,1.0,,471,79,6,9,1466.0,,
Private room,2,1.0,1.0,1.0,within an hour,f,13.0,13.0,-37.9204,145.13047,t,14,44,74,349,67,10,0,4.64,4.73,4.63,4.7,0.97,92.0,0.5,2.0,0.0144776119402985,0.0401146131805157,1.0,4.675,494,83,33,20,1743.0,1647.0,-380.0
Private room,3,1.0,1.0,1.0,within an hour,f,3.0,4.0,13.801162169385206,100.60650385916232,t,29,59,89,179,2,2,1,5.0,5.0,5.0,5.0,0.38,720.0,0.3333333333333333,3.0,0.19,0.1620111731843575,0.75,5.0,101,17,24,20,-62.0,-203.0,-342.0
Entire home/apt,6,2.0,2.0,4.0,within an hour,t,12.0,12.0,32.79845,-117.25466,t,3,17,47,321,211,52,4,4.98,4.98,4.96,4.82,3.79,343.0,0.6666666666666666,3.0,0.0179620853080568,0.0093457943925233,1.0,4.9350000000000005,490,80,71,12,3013.0,1310.0,-351.0
Entire home/apt,2,1.0,1.0,1.0,within a few hours,t,1.0,1.0,34.049,-118.37865,t,10,10,26,217,20,5,1,5.0,4.8,5.0,4.85,0.24,86.0,0.5,2.0,0.012,0.0460829493087557,1.0,4.9125,486,71,28,17,3072.0,2085.0,-413.0
Entire home/apt,5,2.0,2.0,2.0,,t,1.0,1.0,-33.779867855559154,151.11424881218622,t,16,35,65,65,7,7,0,4.86,4.71,4.71,4.86,1.29,254.0,0.4,2.5,0.1842857142857143,0.2461538461538461,1.0,4.785,535,79,28,18,-239.0,-265.0,-341.0
Entire home/apt,5,1.0,3.0,3.0,,f,1.0,1.0,51.47790710053516,-0.018199857582135,t,28,58,88,363,0,0,0,,,,,,200.0,0.6,1.6666666666666667,,0.0771349862258953,1.0,,31,6,7,18,-340.0,,
Entire home/apt,3,1.0,1.0,2.0,within an hour,t,378.0,428.0,40.42868,-3.70747,t,12,20,48,312,45,25,0,4.67,4.73,4.91,4.56,2.42,90.0,0.6666666666666666,3.0,0.0537777777777777,0.0384615384615384,0.883177570093458,4.7175,463,81,27,18,1581.0,126.0,-399.0
Entire home/apt,5,2.0,2.0,3.0,within an hour,f,116.0,160.0,42.3463610428679,-71.10041862629883,t,19,41,62,152,25,24,2,4.72,4.68,4.88,4.64,1.98,303.0,0.6,2.5,0.0791999999999999,0.125,0.725,4.7299999999999995,500,82,43,18,2200.0,-62.0,-427.0
Entire home/apt,6,2.0,2.0,2.0,within an hour,f,137.0,147.0,51.52132,-0.20958,t,11,41,71,161,25,12,2,4.6,4.72,4.76,4.2,0.52,255.0,0.3333333333333333,3.0,0.0208,0.0683229813664596,0.9319727891156464,4.57,322,52,51,18,1935.0,1090.0,-324.0
Private room,1,1.5,1.0,1.0,within an hour,t,31.0,49.0,-37.82380380621744,145.12287628499809,t,25,55,85,360,1,1,0,5.0,5.0,5.0,5.0,0.81,55.0,1.0,1.0,0.81,0.0694444444444444,0.6326530612244898,5.0,450,64,40,20,2128.0,-391.0,-391.0
Private room,2,1.0,1.0,1.0,within a day,f,2.0,3.0,51.58329,-0.08884,t,29,59,89,269,0,0,0,,,,,,98.0,0.5,2.0,,0.1078066914498141,0.6666666666666666,,107,19,5,20,2008.0,,
Entire home/apt,2,1.0,0.0,1.0,within an hour,f,8.0,9.0,48.86382,2.38138,t,17,47,77,107,6,1,0,5.0,4.83,4.5,4.0,0.22,46.0,0.5,,0.0366666666666666,0.1588785046728972,0.8888888888888888,4.5825,346,58,17,18,1470.0,492.0,19.0
Entire home/apt,6,1.0,2.0,4.0,within an hour,f,422.0,482.0,26.01635,-80.11676,t,18,42,72,347,10,1,0,4.4,3.9,4.9,4.5,0.2,236.0,0.6666666666666666,3.0,0.02,0.0518731988472622,0.8755186721991701,4.425000000000001,478,82,40,18,3423.0,1162.0,-49.0
Entire home/apt,3,1.0,1.0,1.0,within an hour,t,4.0,7.0,35.54,24.07255,t,14,44,74,332,37,14,0,4.97,4.97,4.68,4.81,0.58,110.0,0.3333333333333333,3.0,0.0156756756756756,0.0421686746987951,0.5714285714285714,4.8575,283,50,49,25,1942.0,1565.0,-291.0
Private room,2,1.0,1.0,2.0,within an hour,t,7.0,9.0,43.70755,-79.25412,t,0,3,33,307,0,0,0,,,,,,56.0,1.0,2.0,,0.0,0.7777777777777778,,63,11,50,20,609.0,,
Private room,2,1.0,1.0,1.0,within a few hours,t,9.0,9.0,51.52444580451624,-0.1045153153442379,t,6,12,28,43,101,89,5,4.9,4.97,4.84,4.86,7.44,141.0,0.5,2.0,0.0736633663366336,0.1395348837209302,1.0,4.8925,480,78,18,13,2431.0,60.0,-331.0
Entire home/apt,5,2.0,3.0,4.0,within an hour,f,3.0,3.0,38.20221,13.31185,t,26,56,86,316,10,3,0,5.0,5.0,4.9,5.0,0.19,119.0,0.8,1.6666666666666667,0.019,0.0822784810126582,1.0,4.975,477,76,44,18,1659.0,1228.0,-265.0
