property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_listings_count,host_total_listings_count,latitude,longitude,city,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,description_char_len,description_word_count,amenities_char_len,amenities_item_count,bathrooms_per_bedroom,accommodates_per_bedroom,beds_per_bedroom,availability_30_share,review_scores_avg_quality,reviews_activity_ratio
Private room in vacation home,Private room,2,1.0,1.0,1.0,3.0,4.0,40.3572815718108,18.17352045273757,Puglia,t,0,0,0,60,2,0,0,4.0,3.5,5.0,4.0,0.12,63.0,0,0,185,13,1.0,2.0,1.0,0.0,3.75,16.666666666666668
Private room in condo,Private room,2,1.0,1.0,1.0,1.0,1.0,34.05893519194663,-118.0286223803269,Los Angeles,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,234.0,41,7,111,7,1.0,2.0,1.0,0.0821917808219178,4.855,27.85923753665689
Entire home,Entire home/apt,5,2.0,3.0,3.0,2.0,3.0,34.01525199012858,-118.33778037451653,Los Angeles,t,0,0,0,122,3,3,0,5.0,5.0,4.67,4.33,0.37,468.0,469,76,1365,65,0.6666666666666666,1.6666666666666667,1.0,0.0,5.0,8.108108108108109
Entire condo,Entire home/apt,7,2.0,3.0,5.0,27.0,41.0,37.44622,-122.15198,Santa Clara County,t,16,33,58,58,119,32,1,4.87,4.88,4.98,4.66,2.39,358.0,495,77,603,36,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.2758620689655172,4.875,49.79079497907949
Private room in rental unit,Private room,2,1.0,1.0,1.0,8.0,13.0,37.05981,25.36044,South Aegean,t,20,50,80,348,0,0,0,4.86,4.87,4.88,4.77,0.87,270.0,36,7,397,23,1.0,2.0,1.0,0.057471264367816,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1.0,3.0,45.51903240929156,-122.58834710909233,Portland,t,0,0,21,111,19,13,2,5.0,5.0,5.0,4.95,1.14,107.0,274,47,708,41,1.0,2.0,1.0,0.0,5.0,16.666666666666668
Entire home,Entire home/apt,1,1.0,0.0,3.0,8.0,10.0,37.500094575866775,15.076311145246292,Sicily,t,0,0,0,149,5,4,0,4.8,5.0,4.6,5.0,0.39,82.0,438,71,555,35,1.0,2.0,1.0,0.0,4.9,12.82051282051282
Private room in home,Private room,2,1.0,1.0,1.0,1.0,2.0,37.36321,-121.99042,Santa Clara County,t,1,1,1,152,24,1,0,5.0,4.83,4.88,4.96,0.26,70.0,519,80,500,32,1.0,2.0,1.0,0.006578947368421,4.915,92.3076923076923
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,4.0,4.0,37.01189,25.38362,South Aegean,t,0,0,0,175,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,219,40,211,10,1.0,2.0,1.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,2.0,2.0,38.22588,15.23511,Sicily,t,27,57,87,362,5,0,0,5.0,4.4,4.8,4.6,0.26,80.0,437,58,128,8,1.0,3.0,2.0,0.074585635359116,4.7,19.23076923076923
Entire home,Entire home/apt,5,1.0,2.0,3.0,4.0,9.0,-27.54517,153.01272,Brisbane,t,30,60,90,181,1,1,0,5.0,5.0,5.0,5.0,0.48,302.0,500,80,1082,60,0.5,2.5,1.5,0.1657458563535911,5.0,2.0833333333333335
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,-37.70991,145.09497,Melbourne,t,11,13,41,222,81,13,0,4.88,4.91,4.68,4.89,2.74,76.0,520,94,944,47,1.0,2.0,1.0,0.0495495495495495,4.895,29.562043795620436
Entire home,Entire home/apt,10,2.0,5.0,6.0,1.0,1.0,51.4394487,-2.5493124,Bristol,t,8,27,53,284,43,43,11,5.0,5.0,4.93,4.98,7.91,263.0,493,81,844,50,0.4,2.0,1.2,0.028169014084507,5.0,5.436156763590392
Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,35.0,96.0,36.10811,-115.1675,"Clark County, NV",t,30,60,90,217,4,4,1,5.0,5.0,5.0,5.0,2.86,163.0,488,79,833,49,1.0,2.0,1.0,0.1382488479262673,5.0,1.3986013986013988
Entire home,Entire home/apt,5,2.0,2.0,7.0,1.0,2.0,40.2882976,17.8740484,Puglia,t,0,0,0,228,0,0,0,4.86,4.87,4.88,4.77,0.87,81.0,499,89,289,12,1.0,2.5,3.5,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,5,1.5,3.0,3.0,823.0,951.0,48.87602,2.37216,Paris,t,28,58,88,363,0,0,0,4.86,4.87,4.88,4.77,0.87,232.0,21,4,464,33,0.5,1.6666666666666667,1.0,0.0771349862258953,4.855,27.85923753665689
Entire home,Entire home/apt,4,1.0,1.0,1.0,8.0,9.0,43.777114268513415,11.255140317690104,Florence,t,9,31,51,221,0,0,0,4.86,4.87,4.88,4.77,0.87,129.0,398,66,452,28,1.0,4.0,1.0,0.0407239819004524,4.855,27.85923753665689
Private room in home,Private room,2,2.0,1.0,1.0,5.0,5.0,47.67637,-122.3579,Seattle,t,0,20,49,49,0,0,0,4.86,4.87,4.88,4.77,0.87,420.0,490,82,900,50,2.0,2.0,1.0,0.0,4.855,27.85923753665689
Private room in home,Private room,2,1.0,1.0,1.0,8.0,8.0,51.47727,0.02069,London,t,30,60,90,365,6,0,0,4.67,4.83,4.67,4.67,0.24,83.0,255,43,809,43,1.0,2.0,1.0,0.0821917808219178,4.75,25.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,6.0,6.0,52.5355,13.39339,Berlin,t,17,47,77,352,0,0,0,4.86,4.87,4.88,4.77,0.87,130.0,416,68,476,31,0.5,2.0,1.0,0.0482954545454545,4.855,27.85923753665689
Room in hotel,Private room,2,1.0,1.0,1.0,7.0,8.0,37.77822,-122.42418,San Francisco,t,30,60,90,365,161,57,5,4.42,4.6,4.72,4.49,3.4,96.0,338,50,314,16,1.0,2.0,1.0,0.0821917808219178,4.51,47.35294117647059
Entire home,Entire home/apt,8,1.0,2.0,3.0,1.0,1.0,46.23737,-64.50375,New Brunswick,t,30,60,90,314,20,0,0,4.95,4.8,4.95,4.95,0.2,261.0,424,70,972,58,0.5,4.0,1.5,0.0955414012738853,4.875,100.0
Entire loft,Entire home/apt,3,1.0,1.0,1.0,3.0,3.0,37.06391,15.29626,Sicily,t,0,0,0,99,10,1,0,4.8,4.8,4.8,4.7,0.13,62.0,417,73,539,33,1.0,3.0,1.0,0.0,4.8,76.92307692307692
Entire home,Entire home/apt,10,2.5,4.0,8.0,1.0,1.0,-38.40211,144.80897,Mornington Peninsula,t,19,44,74,339,51,7,0,4.82,4.75,4.94,4.84,0.43,224.0,429,71,500,30,0.625,2.5,2.0,0.0560471976401179,4.785,118.6046511627907
Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,1.0,55.61831,12.57122,Copenhagen,t,20,47,77,77,33,8,0,4.88,4.64,4.91,4.85,0.55,450.0,477,84,198,15,1.0,2.0,1.0,0.2597402597402597,4.76,59.99999999999999
Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,63.0,64.0,45.43801,12.33826,Venice,t,21,30,44,220,30,5,0,4.67,4.8,4.93,4.5,0.85,242.0,388,62,453,32,1.0,2.5,2.0,0.0954545454545454,4.734999999999999,35.294117647058826
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,6.0,6.0,-41.6366,146.46418,Tasmania,t,14,37,67,246,16,5,1,4.94,4.94,5.0,4.88,0.62,187.0,309,53,674,37,1.0,2.0,1.0,0.056910569105691,4.94,25.806451612903228
Earthen home,Entire home/apt,6,1.0,2.0,5.0,1.0,1.0,-34.50922,115.99604,Western Australia,t,0,5,29,304,76,10,0,4.67,4.63,4.89,4.66,1.01,169.0,149,27,643,38,0.5,3.0,2.5,0.0,4.65,75.24752475247524
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,4.0,8.0,42.38110067368753,-71.02533223337656,Boston,t,26,50,77,351,19,19,2,4.74,4.79,4.95,4.63,4.63,148.0,115,19,136,7,1.0,4.0,2.0,0.074074074074074,4.765000000000001,4.103671706263499
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,7.0,8.0,38.71787,-9.13418,Lisbon,t,10,22,52,325,309,50,2,4.9,4.96,4.39,4.76,3.48,130.0,255,42,911,45,0.5,2.0,1.0,0.0307692307692307,4.93,88.79310344827586
Entire rental unit,Entire home/apt,2,1.5,1.0,2.0,1.0,2.0,48.87219,2.37543,Paris,t,0,18,48,48,74,11,0,4.62,4.12,4.65,4.64,1.37,70.0,408,69,118,9,1.5,2.0,2.0,0.0,4.37,54.01459854014598
Entire home,Entire home/apt,5,1.0,3.0,4.0,1.0,2.0,43.658852,-79.3427355,Toronto,t,10,35,46,258,33,17,0,4.97,4.97,5.0,4.88,1.22,319.0,418,73,1246,62,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.0387596899224806,4.97,27.049180327868857
Entire serviced apartment,Entire home/apt,7,2.0,3.0,7.0,23.0,23.0,40.41976,-3.70146,Madrid,t,17,33,58,326,65,26,1,4.62,4.6,4.65,4.48,0.48,385.0,350,58,670,40,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.0521472392638036,4.609999999999999,135.41666666666669
Entire home,Entire home/apt,7,2.0,3.0,5.0,4.0,7.0,-27.44472,153.17824,Brisbane,t,4,32,62,129,21,0,0,4.57,4.52,5.0,4.38,0.28,275.0,525,78,527,31,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.0310077519379844,4.545,74.99999999999999
Private room in townhouse,Private room,2,1.0,1.0,1.0,1.0,2.0,44.98207,-93.11326,Twin Cities MSA,t,0,0,0,75,6,3,0,4.33,5.0,4.33,4.33,0.17,44.0,288,52,813,45,1.0,2.0,1.0,0.0,4.665,35.29411764705882
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,73.0,73.0,34.05297,-118.26147,Los Angeles,t,20,50,80,355,4,2,0,5.0,5.0,5.0,4.75,0.24,124.0,498,76,819,53,1.0,2.0,1.0,0.056338028169014,5.0,16.666666666666668
Entire home,Entire home/apt,8,4.5,4.0,7.0,3.0,3.0,35.52422,23.83879,Crete,t,0,0,0,140,19,9,0,4.95,4.84,4.68,4.89,0.16,284.0,421,68,873,51,1.125,2.0,1.75,0.0,4.895,118.75
Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,5.0,5.0,35.88620918794611,14.484676540475483,Malta,t,0,0,0,159,15,15,0,4.87,4.8,4.6,4.8,1.91,155.0,498,80,910,50,1.0,3.0,2.0,0.0,4.835,7.853403141361257
Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,26.0,41.0,48.88138100699931,2.39087508618529,Paris,t,22,52,82,260,14,9,1,3.86,4.36,4.21,4.07,0.97,60.0,360,52,398,27,1.5,4.0,2.0,0.0846153846153846,4.11,14.43298969072165
Room in hotel,Private room,2,1.0,1.0,2.0,5.0,5.0,40.9931,28.70977,Istanbul,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,1000.0,409,67,1028,51,1.0,2.0,2.0,0.0821917808219178,4.855,27.85923753665689
Private room in rental unit,Private room,2,1.0,1.0,1.0,2.0,2.0,37.820881,24.831177,South Aegean,t,0,0,0,64,8,2,0,4.88,5.0,5.0,4.75,0.27,85.0,412,70,520,29,1.0,2.0,1.0,0.0,4.9399999999999995,29.629629629629623
Private room in rental unit,Private room,1,2.0,1.0,1.0,100.0,101.0,39.46979971460101,-0.382290623766602,Valencia,t,14,44,74,349,0,0,0,4.86,4.87,4.88,4.77,0.87,22.0,438,72,59,5,2.0,1.0,1.0,0.0401146131805157,4.855,27.85923753665689
Entire guesthouse,Entire home/apt,5,1.0,2.0,2.0,1.0,1.0,53.9818,-7.27532,Ireland,t,23,51,81,339,24,24,2,5.0,5.0,5.0,5.0,5.41,121.0,506,88,545,34,0.5,2.5,1.0,0.0678466076696165,5.0,4.436229205175601
Entire rental unit,Entire home/apt,3,2.0,1.0,1.0,3.0,3.0,38.11696,13.35683,Sicily,t,24,53,82,347,347,44,0,4.86,4.92,4.93,4.85,3.48,45.0,282,53,452,27,2.0,3.0,1.0,0.069164265129683,4.890000000000001,99.71264367816092
Entire home,Entire home/apt,11,2.0,5.0,6.0,8.0,9.0,37.79903,-122.24735,Oakland,t,0,0,0,17,3,3,0,5.0,4.67,5.0,4.67,0.64,395.0,481,69,635,33,0.4,2.2,1.2,0.0,4.835,4.6875
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1.0,1.0,48.825709629401246,2.3245859274963605,Paris,t,22,49,79,259,36,34,0,4.89,4.86,4.81,4.78,2.6,100.0,425,61,708,34,1.0,2.0,1.0,0.0849420849420849,4.875,13.846153846153843
Private room in rental unit,Private room,4,1.0,2.0,2.0,2.0,2.0,44.83043,-0.57372,Bordeaux,t,0,0,0,0,19,17,1,4.95,4.95,4.74,4.63,1.4,86.0,391,65,578,38,0.5,2.0,1.0,0.0732394366197183,4.95,13.571428571428571
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,5.0,5.0,56.9588447,24.1221968,Riga,t,15,45,75,245,9,6,0,4.0,4.11,4.44,4.11,0.71,67.0,419,69,553,37,1.0,3.0,1.0,0.0612244897959183,4.055,12.67605633802817
Entire condo,Entire home/apt,4,1.5,2.0,2.0,1.0,1.0,43.76959,11.24679,Florence,t,17,23,31,75,225,21,0,4.88,4.94,4.96,4.86,2.06,171.0,499,84,911,46,0.75,2.0,1.0,0.2266666666666666,4.91,109.22330097087378
Entire condo,Entire home/apt,3,1.0,1.0,2.0,3.0,3.0,33.76826,-118.18554,Los Angeles,t,24,54,84,359,1,1,0,5.0,5.0,5.0,5.0,0.23,140.0,428,76,1041,59,1.0,3.0,2.0,0.0668523676880222,5.0,4.3478260869565215
Entire home,Entire home/apt,8,2.5,3.0,4.0,8.0,8.0,36.02926,-115.22536,"Clark County, NV",t,6,30,54,144,4,2,0,5.0,5.0,5.0,5.0,0.22,198.0,396,67,1169,63,0.8333333333333334,2.6666666666666665,1.3333333333333333,0.0416666666666666,5.0,18.181818181818183
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,2.0,2.0,45.46661,9.23334,Milan,t,26,56,86,176,1,1,0,5.0,5.0,5.0,5.0,0.17,122.0,446,78,673,39,1.0,4.0,1.0,0.1477272727272727,5.0,5.88235294117647
Private room in rental unit,Private room,2,2.0,1.0,1.0,1.0,1.0,19.44574682578219,-99.18036637970876,Mexico City,missing,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,640.0,0,0,106,6,2.0,2.0,1.0,0.0821917808219178,4.855,27.85923753665689
Entire home,Entire home/apt,9,2.5,3.0,6.0,1.0,1.0,36.0072204,-115.1287598,"Clark County, NV",t,8,24,30,204,18,18,1,4.78,5.0,4.83,4.78,2.56,262.0,493,83,739,45,0.8333333333333334,3.0,2.0,0.0392156862745098,4.890000000000001,7.03125
Entire rental unit,Entire home/apt,10,3.0,3.0,3.0,6.0,6.0,45.43541,12.33669,Venice,t,17,35,58,280,42,6,0,5.0,5.0,5.0,4.95,0.6,688.0,413,69,573,34,1.0,3.3333333333333335,1.0,0.0607142857142857,5.0,70.0
Room in hotel,Private room,2,2.5,1.0,1.0,10.0,10.0,45.52318,-73.58201,Montreal,t,0,0,0,0,105,15,1,4.48,4.3,4.91,4.47,1.33,55.0,463,72,339,20,2.5,2.0,1.0,0.0732394366197183,4.390000000000001,78.94736842105263
Entire home,Entire home/apt,6,2.0,3.0,4.0,1.0,1.0,-37.89568,144.63441,Melbourne,t,13,43,73,79,32,13,5,4.25,4.16,4.41,4.19,1.19,136.0,391,66,968,52,0.6666666666666666,2.0,1.3333333333333333,0.1645569620253164,4.205,26.89075630252101
Entire home,Entire home/apt,8,2.0,4.0,5.0,1.0,1.0,37.778497038161575,-122.45017064847998,San Francisco,t,16,38,49,308,18,18,1,4.22,4.28,4.94,4.11,2.35,347.0,374,60,291,16,0.5,2.0,1.25,0.0519480519480519,4.25,7.659574468085106
Entire rental unit,Entire home/apt,3,1.5,1.0,1.0,485.0,763.0,35.90567,14.49721,Malta,t,13,22,51,296,13,13,1,3.85,4.46,4.69,4.08,1.65,79.0,519,78,850,47,1.5,3.0,1.0,0.0439189189189189,4.155,7.878787878787879
Cycladic home,Entire home/apt,5,1.0,2.0,4.0,14.0,38.0,37.44751,25.32889,South Aegean,t,13,43,69,299,162,40,0,4.96,4.9,4.99,4.86,2.35,112.0,440,69,634,40,0.5,2.5,2.0,0.0434782608695652,4.93,68.93617021276596
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,29.926898,-90.078753,New Orleans,t,2,8,11,83,302,38,3,4.96,4.92,4.97,4.96,3.07,91.0,401,63,867,46,1.0,2.0,1.0,0.0240963855421686,4.9399999999999995,98.371335504886
Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,2.0,3.0,38.4179407,14.9578162,Sicily,t,1,1,1,61,0,0,0,4.86,4.87,4.88,4.77,0.87,237.0,51,7,104,6,1.0,5.0,3.0,0.0163934426229508,4.855,27.85923753665689
Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,6.0,7.0,36.76637,14.78203,Sicily,t,0,0,0,0,0,0,0,4.86,4.87,4.88,4.77,0.87,71.0,238,38,298,17,1.0,3.0,2.0,0.0732394366197183,4.855,27.85923753665689
Entire villa,Entire home/apt,10,4.5,5.0,4.0,3.0,3.0,48.82958,2.32184,Paris,t,30,60,90,359,6,1,0,4.67,5.0,4.83,4.5,0.24,1000.0,490,90,1014,59,0.9,2.0,0.8,0.0835654596100278,4.835,25.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,4.0,-22.984616756241053,-43.195558393023525,Rio de Janeiro,t,1,1,3,198,0,0,0,4.86,4.87,4.88,4.77,0.87,911.0,214,39,84,6,1.0,2.0,1.0,0.005050505050505,4.855,27.85923753665689
Trullo,Entire home/apt,7,2.0,4.0,7.0,4.0,4.0,40.7565,17.35358,Puglia,t,29,59,89,179,1,1,0,5.0,5.0,5.0,5.0,0.2,49.0,530,83,589,32,0.5,1.75,1.75,0.1620111731843575,5.0,5.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,10.0,13.0,41.1479793,-8.605278799999999,Porto,t,4,5,5,40,63,28,0,4.56,4.63,4.81,4.54,2.31,59.0,466,80,624,38,1.0,3.0,2.0,0.1,4.595,27.272727272727273
Entire home,Entire home/apt,8,3.5,3.0,4.0,228.0,475.0,32.79407910470023,-96.76461306304132,Dallas,t,0,0,0,0,8,8,0,4.75,4.75,3.75,4.38,1.62,215.0,400,70,1070,62,1.1666666666666667,2.6666666666666665,1.3333333333333333,0.0732394366197183,4.75,4.938271604938271
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7.0,8.0,51.2059601,4.3944203,Antwerp,t,22,52,82,229,16,16,4,4.81,5.0,4.81,4.81,3.61,90.0,471,77,828,43,1.0,2.0,1.0,0.0960698689956331,4.904999999999999,4.43213296398892
Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,1.0,52.37839,4.85146,Amsterdam,t,17,20,20,77,381,56,1,4.82,4.88,4.62,4.66,4.47,71.0,110,19,623,35,1.0,2.0,1.0,0.2207792207792207,4.85,85.23489932885907
Entire rental unit,Entire home/apt,8,2.0,3.0,3.0,13.0,13.0,-37.81613264381648,144.95343411346798,Melbourne,t,20,39,69,313,1,1,0,1.0,1.0,4.0,1.0,0.86,198.0,482,76,734,48,0.6666666666666666,2.6666666666666665,1.0,0.0638977635782747,1.0,1.162790697674419
Cycladic home,Entire home/apt,4,1.0,1.0,3.0,43.0,47.0,36.45239,25.43218,South Aegean,t,0,0,20,295,34,8,0,4.88,4.74,4.65,4.59,0.83,226.0,516,85,954,48,1.0,4.0,3.0,0.0,4.8100000000000005,40.96385542168675
Entire home,Entire home/apt,8,2.0,3.0,5.0,1.0,1.0,30.29729,-97.75798,Austin,t,16,42,61,128,16,7,1,5.0,5.0,4.88,4.94,0.55,765.0,493,85,1276,69,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.125,5.0,29.09090909090909
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,58.0,59.0,52.54464,13.4218,Berlin,t,0,0,0,197,0,0,0,4.86,4.87,4.88,4.77,0.87,84.0,428,66,271,20,1.0,2.0,1.0,0.0,4.855,27.85923753665689
Private room in rental unit,Private room,1,1.0,1.0,1.0,1.0,2.0,40.98391,29.02474,Istanbul,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,735.0,179,32,163,14,1.0,1.0,1.0,0.0821917808219178,4.855,27.85923753665689
Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,270.0,284.0,22.2175466,-159.4834353,Hawaii,t,5,5,5,5,1,0,0,5.0,5.0,5.0,5.0,0.05,924.0,499,76,305,19,1.0,2.0,1.0,1.0,5.0,20.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,61.0,179.0,42.29281,3.27765,Girona,t,18,20,20,20,91,25,0,4.79,4.73,4.9,4.67,1.13,157.0,433,68,282,20,0.5,2.0,1.5,0.9,4.76,80.53097345132744
Entire townhouse,Entire home/apt,5,2.5,2.0,4.0,8.0,28.0,32.80541,-96.81164,Dallas,t,8,22,45,297,183,52,2,4.9,4.9,4.91,4.85,5.69,205.0,459,72,1213,62,1.25,2.5,2.0,0.0269360269360269,4.9,32.161687170474515
Entire vacation home,Entire home/apt,5,1.0,1.0,4.0,1.0,1.0,40.84308686228457,14.245250342327864,Naples,t,4,12,27,228,37,17,0,4.97,4.92,4.89,4.86,1.37,86.0,425,77,780,43,1.0,5.0,4.0,0.0175438596491228,4.945,27.00729927007299
Private room in rental unit,Private room,1,1.0,1.0,1.0,19.0,22.0,34.0964,-118.28132,Los Angeles,t,0,1,31,210,0,0,0,4.86,4.87,4.88,4.77,0.87,79.0,156,24,606,37,1.0,1.0,1.0,0.0,4.855,27.85923753665689
Entire home,Entire home/apt,6,2.5,3.0,3.0,1.0,3.0,34.14233444015279,-118.6249540334432,Los Angeles,t,12,42,72,347,0,0,0,4.86,4.87,4.88,4.77,0.87,350.0,512,76,222,13,0.8333333333333334,2.0,1.0,0.0345821325648415,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,6.0,7.0,48.832565,2.319886,Paris,t,17,20,20,225,8,4,0,5.0,4.75,5.0,4.63,0.26,79.0,64,8,533,31,1.0,2.0,1.0,0.0755555555555555,4.875,30.769230769230766
Private room in home,Private room,2,1.5,1.0,1.0,7.0,7.0,19.38619790000001,-99.18009701719664,Mexico City,t,23,51,81,356,52,39,4,4.46,4.62,4.83,4.52,2.66,307.0,61,9,103,6,1.5,2.0,1.0,0.0646067415730337,4.54,19.548872180451127
Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,253.0,313.0,37.78962,-122.4073,San Francisco,t,0,3,4,4,5,1,0,5.0,5.0,5.0,5.0,0.07,99.0,306,50,387,24,1.0,3.0,2.0,0.0,5.0,71.42857142857142
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1.0,48.84843,2.29362,Paris,t,25,25,25,250,37,3,0,4.78,4.86,4.95,4.73,1.04,90.0,336,55,465,29,1.0,3.0,2.0,0.1,4.82,35.57692307692307
Entire home,Entire home/apt,6,2.0,3.0,6.0,1.0,3.0,40.13565,17.99131,Puglia,t,30,60,90,270,0,0,0,4.86,4.87,4.88,4.77,0.87,300.0,150,27,138,8,0.6666666666666666,2.0,2.0,0.1111111111111111,4.855,27.85923753665689
Shared room in rental unit,Shared room,1,3.0,1.0,4.0,97.0,171.0,30.30609,-97.72453,Austin,t,29,59,89,364,4,0,0,4.5,3.75,5.0,4.75,0.06,17.0,414,68,356,22,3.0,1.0,4.0,0.0796703296703296,4.125,66.66666666666667
Entire loft,Entire home/apt,12,3.0,4.0,5.0,1.0,2.0,45.75337,4.84537,Lyon,t,26,50,75,253,20,16,0,4.7,4.85,3.9,4.5,1.39,458.0,442,75,553,35,0.75,3.0,1.25,0.1027667984189723,4.775,14.388489208633096
Entire home,Entire home/apt,4,1.0,2.0,2.0,21.0,30.0,34.17777053057447,-118.14871042562098,Los Angeles,t,20,50,77,167,3,3,3,5.0,5.0,5.0,5.0,3.0,247.0,488,79,570,35,0.5,2.0,1.0,0.1197604790419161,5.0,1.0
Entire villa,Entire home/apt,5,1.0,3.0,3.0,1.0,1.0,41.2513751,16.4706798,Puglia,t,0,28,58,333,11,6,0,4.73,4.82,4.45,4.45,0.6,170.0,475,81,1231,60,0.3333333333333333,1.6666666666666667,1.0,0.0,4.775,18.333333333333336
Entire home,Entire home/apt,6,1.0,4.0,5.0,5.0,7.0,-34.01756,115.02927,Western Australia,t,6,22,40,111,128,32,2,4.9,4.73,4.92,4.82,2.76,683.0,302,47,1161,63,0.25,1.5,1.25,0.054054054054054,4.815,46.376811594202906
Entire home,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,37.59055,25.16294,South Aegean,t,0,0,0,182,40,9,0,4.93,4.93,4.85,4.83,0.61,70.0,138,24,401,27,1.0,2.0,1.0,0.0,4.93,65.57377049180327
Entire condo,Entire home/apt,4,1.0,2.0,2.0,5.0,8.0,19.3067,-99.16915,Mexico City,t,0,0,0,85,28,2,1,4.89,4.82,4.96,4.86,0.53,950.0,463,80,238,16,0.5,2.0,1.0,0.0,4.855,52.83018867924528
Entire home,Entire home/apt,5,1.5,3.0,2.0,1.0,1.0,-26.60927,153.09314,Sunshine Coast,t,23,53,83,264,1,0,0,4.0,4.0,3.0,2.0,0.04,680.0,546,98,1056,53,0.5,1.6666666666666667,0.6666666666666666,0.0871212121212121,4.0,25.0
Entire home,Entire home/apt,5,2.0,3.0,4.0,1.0,1.0,43.27229,-2.94743,Euskadi,t,0,0,0,0,1,1,0,4.0,5.0,4.0,4.0,0.22,139.0,513,92,398,25,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.0732394366197183,4.5,4.545454545454546
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1.0,48.877059322410645,2.343040478830828,Paris,t,7,20,38,38,44,35,4,4.93,4.89,4.98,4.86,0.43,122.0,425,70,675,39,1.0,4.0,2.0,0.1842105263157894,4.91,102.32558139534883
Private room in home,Private room,1,1.0,1.0,1.0,3.0,3.0,51.57518,-0.38608,London,t,24,54,84,84,42,10,0,4.93,4.98,4.93,4.98,0.46,44.0,307,46,427,25,1.0,1.0,1.0,0.2857142857142857,4.955,91.30434782608695
Entire vacation home,Entire home/apt,4,2.0,2.0,3.0,4.0,4.0,37.995796,13.655784,Sicily,t,30,60,90,365,2,1,0,4.5,5.0,5.0,4.0,0.11,80.0,0,0,758,39,1.0,2.0,1.5,0.0821917808219178,4.75,18.181818181818183
Private room in resort,Private room,2,1.0,0.0,2.0,85.0,85.0,36.1088236749276,-115.168487884521,"Clark County, NV",t,0,20,41,311,2,2,1,5.0,5.0,5.0,5.0,1.07,220.0,292,51,606,39,1.0,2.0,1.0,0.0,5.0,1.8691588785046729
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,12.0,12.0,45.54327,-122.65505,Portland,t,13,41,55,55,538,96,4,4.9,4.9,4.95,4.82,7.1,66.0,404,58,658,37,1.0,2.0,1.0,0.2363636363636363,4.9,75.77464788732395
Entire home,Entire home/apt,8,2.5,3.0,4.0,2.0,2.0,34.57077,-118.07257,Los Angeles,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,270.0,42,9,248,13,0.8333333333333334,2.6666666666666665,1.3333333333333333,0.0821917808219178,4.855,27.85923753665689
