property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Cycladic home,Entire home/apt,4,1.0,1.0,1.0,,,1.0,3.0,4.0,37.09242,25.15743,1.0,0,0,0,0,24,7,0,5.0,4.96,5.0,4.96,0.36,80.0,1.0,29,2203.0,508,0.0,160.0
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,6.0,8.0,37.09827,25.3766,1.0,0,0,10,214,62,5,0,4.79,4.97,4.85,4.76,1.16,100.0,1.0,30,1703.0,448,0.0,167.0
Entire rental unit,Entire home/apt,4,0.0,2.0,2.0,,,0.0,1.0,1.0,52.35582676934242,4.8768658847197806,1.0,5,5,5,104,3,3,0,5.0,5.0,5.0,5.0,0.34,405.0,1.0,42,2570.0,531,0.1666666666666666,145.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,2.0,19.3379,-99.13063,1.0,0,0,3,259,104,22,0,4.84,4.94,4.81,4.79,1.01,550.0,1.0,17,3169.0,441,0.0,233.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,1.0,2.0,3.0,51.55543,-0.17241,1.0,4,17,33,130,43,17,4,4.95,4.81,4.95,4.84,0.7,130.0,1.0,38,4065.0,495,0.1333333333333333,100.0
Entire home,Entire home/apt,5,1.0,1.0,3.0,within an hour,100%,1.0,6.0,6.0,45.533713589143495,-122.6427928755548,1.0,13,31,47,211,44,35,2,4.95,4.95,4.91,4.86,2.99,104.0,3.0,41,4006.0,453,0.4333333333333333,24.0
Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,within an hour,100%,0.0,33.0,44.0,39.46240299999999,-0.3858353,1.0,20,50,80,349,42,42,6,4.98,4.95,4.86,4.93,5.73,195.0,2.0,32,2829.0,244,0.6666666666666666,14.0
Entire condo,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,0.0,26.0,35.0,22.056269,-159.3261168,1.0,8,18,37,311,16,0,0,4.25,3.69,4.81,4.13,0.43,194.0,2.0,27,3997.0,470,0.2666666666666666,376.0
Entire rental unit,Entire home/apt,6,1.5,3.0,4.0,within an hour,100%,1.0,4.0,4.0,37.505191,15.0859763,1.0,1,14,44,248,2,0,0,5.0,5.0,5.0,5.0,0.1,49.0,1.3333333333333333,47,2771.0,484,0.0333333333333333,649.0
Entire rental unit,Entire home/apt,4,1.0,4.0,4.0,within an hour,100%,0.0,1.0,1.0,41.37347,2.15981,1.0,9,20,37,301,620,69,2,4.56,4.59,4.73,4.53,4.82,141.0,1.0,19,4848.0,238,0.3,29.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,0.0,1.0,1.0,51.20442,4.42791,1.0,0,0,0,0,0,0,0,,,,,,60.0,1.0,4,1720.0,511,0.0,
Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,,,0.0,1.0,1.0,48.88435051005354,2.333790738954973,1.0,23,53,83,173,0,0,0,,,,,,205.0,1.0,45,654.0,292,0.7666666666666667,
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,0.0,12.0,59.0,51.51009,-0.27318,1.0,29,59,89,111,5,5,1,4.6,4.4,4.6,4.2,1.72,123.0,1.0,39,1850.0,497,0.9666666666666668,95.0
Private room in bed and breakfast,Private room,5,1.0,2.0,4.0,within a few hours,86%,0.0,2.0,2.0,-35.05811,117.48734,1.0,12,42,72,347,6,4,0,4.67,4.0,4.83,4.33,0.3,270.0,2.0,43,3163.0,121,0.4,320.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,0.0,2.0,2.0,-38.422047,144.1730101,1.0,21,51,81,356,0,0,0,,,,,,150.0,1.0,46,3890.0,513,0.7,
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,1.0,6.0,7.0,44.49582,11.34617,1.0,6,23,24,117,35,2,0,5.0,4.97,5.0,4.89,0.51,326.0,2.0,32,3625.0,186,0.2,320.0
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,5.0,5.0,38.11566410414266,13.34773210000001,1.0,24,54,84,249,2,2,0,5.0,5.0,5.0,5.0,0.3,60.0,1.0,25,275.0,397,0.8,232.0
Entire cottage,Entire home/apt,2,1.5,1.0,1.0,a few days or more,0%,0.0,1.0,3.0,51.82096,-8.04974,1.0,11,11,11,76,55,16,0,5.0,4.98,4.98,4.91,0.82,144.0,1.0,28,2949.0,497,0.3666666666666666,153.0
Entire guesthouse,Entire home/apt,2,1.0,0.0,2.0,within an hour,100%,1.0,1.0,2.0,34.12111,-118.37584,1.0,21,40,65,340,147,26,0,4.94,4.97,4.83,4.88,2.34,144.0,,37,1945.0,510,0.7,110.0
Entire vacation home,Entire home/apt,2,1.0,1.0,2.0,,,0.0,1.0,3.0,37.877075,12.496108,1.0,30,60,90,365,1,0,0,5.0,4.0,5.0,4.0,0.06,77.0,2.0,21,3357.0,51,1.0,579.0
Private room in rental unit,Private room,2,2.0,1.0,1.0,within an hour,100%,0.0,8.0,24.0,40.68462780288287,-73.93720067882973,1.0,1,31,61,151,4,2,0,4.75,4.75,5.0,5.0,0.25,53.0,1.0,42,1419.0,452,0.0333333333333333,54.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,,,0.0,3.0,3.0,39.83924,18.26955,1.0,30,60,90,91,6,1,0,4.67,5.0,4.67,4.5,0.11,45.0,1.0,49,3131.0,467,1.0,195.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,,,0.0,863.0,944.0,-33.92492,151.25517,1.0,4,17,31,305,24,19,0,4.46,4.5,4.79,4.38,1.44,184.0,1.0,28,2053.0,497,0.1333333333333333,96.0
Entire condo,Entire home/apt,5,1.5,2.0,3.0,within an hour,100%,0.0,6.0,6.0,38.02137,12.88484,1.0,30,60,90,287,16,3,0,4.25,4.75,4.44,4.56,0.2,50.0,1.5,36,4308.0,291,1.0,174.0
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within a day,86%,0.0,214.0,223.0,38.73048,-9.14775,1.0,8,38,68,308,1,1,0,3.0,4.0,5.0,3.0,0.15,99.0,1.0,35,1296.0,295,0.2666666666666666,196.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,51.796988,-8.2784443,1.0,0,0,0,190,63,25,0,4.95,4.94,4.9,4.9,3.3,91.0,1.0,26,2697.0,498,0.0,136.0
Entire condo,Entire home/apt,4,1.0,2.0,2.0,within a few hours,100%,1.0,1.0,1.0,19.44371,-99.21132,1.0,25,55,85,239,84,32,3,4.77,4.49,4.95,4.77,2.12,850.0,1.0,35,1991.0,146,0.8333333333333334,89.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,2.0,45.52728,-122.6326,1.0,6,32,57,57,248,28,1,4.94,4.93,4.96,4.92,2.1,63.0,1.0,28,3963.0,351,0.2,26.0
Entire rental unit,Entire home/apt,3,2.0,3.0,4.0,within an hour,100%,0.0,22.0,22.0,48.86427812623589,2.397804195407025,1.0,18,48,66,295,0,0,0,,,,,,169.0,1.3333333333333333,13,964.0,469,0.6,
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,,,0.0,48.0,52.0,-37.81024,144.96666,1.0,12,36,66,341,80,14,0,4.61,4.71,4.95,4.65,2.06,108.0,,39,1215.0,508,0.4,70.0
Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,,,0.0,16.0,23.0,50.80899734329336,4.3155197529335485,1.0,30,60,90,365,0,0,0,,,,,,90.0,1.0,8,4546.0,412,1.0,
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a day,100%,0.0,2.0,2.0,45.50597116384637,9.20559209322814,1.0,25,55,85,265,0,0,0,,,,,,50.0,1.0,14,351.0,471,0.8333333333333334,
Entire guesthouse,Entire home/apt,2,0.5,1.0,1.0,within an hour,100%,0.0,1.0,1.0,43.23598889534914,-2.865979224443436,1.0,24,54,84,173,59,52,2,4.75,4.59,4.66,4.56,3.55,58.0,1.0,45,2809.0,467,0.8,75.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,3.0,3.0,37.40666083867911,-121.87442389790588,1.0,18,27,49,144,6,2,0,4.67,4.67,5.0,4.5,0.38,44.0,1.0,31,2050.0,368,0.6,229.0
Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,within an hour,100%,0.0,1.0,1.0,43.32388244103915,-3.030993520480972,1.0,25,55,85,85,9,9,2,4.89,4.67,4.44,4.89,1.8,113.0,1.0,17,1259.0,184,0.8333333333333334,81.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,,17.0,18.0,37.973023,23.7194696,1.0,19,49,79,347,14,1,0,4.93,5.0,4.93,4.93,0.52,81.0,1.0,40,3446.0,496,0.6333333333333333,346.0
Entire home,Entire home/apt,10,4.0,3.0,2.0,,,0.0,1.0,1.0,-22.93158,-43.38985,1.0,28,58,88,363,0,0,0,,,,,,650.0,0.6666666666666666,14,3197.0,343,0.9333333333333332,
Private room in home,Private room,1,2.0,1.0,1.0,within a few hours,100%,1.0,8.0,8.0,40.75414019307991,-73.93193985517195,1.0,18,48,78,168,24,1,0,4.92,4.96,4.63,4.79,1.04,59.0,1.0,40,725.0,475,0.6,300.0
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,,,0.0,1.0,1.0,40.00771,18.42892,1.0,0,0,0,23,16,5,0,5.0,5.0,5.0,4.81,0.24,135.0,1.0,37,2877.0,471,0.0,201.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,41.01773,28.85921,1.0,30,60,60,243,0,0,0,,,,,,414.0,1.0,4,925.0,84,1.0,
Private room in home,Private room,1,1.0,1.0,1.0,within an hour,90%,1.0,6.0,6.0,34.06239045330201,-118.42851231770533,1.0,0,14,44,319,0,0,0,,,,,,40.0,1.0,24,3187.0,394,0.0,
Entire home,Entire home/apt,6,1.0,3.0,4.0,within a day,50%,0.0,4.0,12.0,51.80248,-9.76806,1.0,27,57,87,362,1,1,0,4.0,5.0,5.0,4.0,0.29,108.0,1.3333333333333333,9,3517.0,294,0.9,195.0
Entire townhouse,Entire home/apt,8,4.0,4.0,4.0,within a few hours,100%,1.0,3.0,4.0,39.75333,2.898,1.0,13,19,36,258,67,13,1,4.81,4.81,4.54,4.67,1.4,182.0,1.0,61,1529.0,474,0.4333333333333333,29.0
Entire home,Entire home/apt,12,3.0,4.0,6.0,within an hour,100%,1.0,26.0,28.0,36.2168522,-86.7377673,1.0,20,39,61,319,6,4,0,5.0,4.67,4.83,4.83,0.47,382.0,1.5,74,2100.0,514,0.6666666666666666,71.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,2.0,2.0,53.37482,-6.2225,1.0,1,1,1,1,9,9,4,4.89,4.89,4.67,4.67,5.4,65.0,1.0,20,69.0,500,0.0333333333333333,12.0
Entire home,Entire home/apt,8,3.0,4.0,4.0,within an hour,100%,1.0,3.0,3.0,44.99391,-93.16526,1.0,12,38,57,217,13,13,2,5.0,4.92,4.69,4.85,2.13,156.0,1.0,27,1678.0,488,0.4,7.0
Entire home,Entire home/apt,4,1.0,2.0,3.0,a few days or more,0%,0.0,3.0,4.0,41.71333,16.05396,1.0,0,29,56,178,29,0,0,4.9,5.0,4.76,4.79,0.7,80.0,1.5,46,3333.0,506,0.0,566.0
Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,within an hour,100%,0.0,101.0,124.0,45.43049,12.35549,1.0,24,30,44,301,9,9,0,4.89,4.78,5.0,4.89,1.07,288.0,2.0,25,2579.0,438,0.8,72.0
Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,within an hour,100%,0.0,13.0,13.0,40.63175,22.94719,1.0,22,52,82,89,3,2,1,5.0,5.0,5.0,4.0,0.18,235.0,0.5,15,3242.0,320,0.7333333333333333,95.0
Entire rental unit,Entire home/apt,2,1.5,1.0,2.0,within an hour,100%,0.0,8.0,8.0,53.35708,-6.29112,1.0,1,8,13,156,81,2,0,4.59,4.94,4.64,4.59,0.74,75.0,2.0,32,4813.0,540,0.0333333333333333,40.0
Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,,29.0,30.0,45.466479,9.2006749,1.0,9,33,60,335,11,11,0,4.73,5.0,4.91,4.64,0.95,150.0,1.5,57,740.0,494,0.3,50.0
Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,0.0,2.0,2.0,37.5161379,15.0993558,1.0,26,56,86,361,8,8,1,5.0,5.0,5.0,5.0,2.64,59.0,3.0,37,4232.0,478,0.8666666666666667,95.0
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,within an hour,100%,0.0,11.0,64.0,51.52174169115288,-0.1949423904251322,1.0,18,48,78,281,13,13,1,4.69,4.77,4.23,4.46,2.47,148.0,0.0,43,3300.0,494,0.6,117.0
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within an hour,100%,0.0,1.0,2.0,51.48996,-0.26157,1.0,12,15,15,36,70,8,0,5.0,4.97,4.96,4.91,0.8,220.0,1.0,44,3093.0,496,0.4,146.0
Entire condo,Entire home/apt,6,1.0,3.0,4.0,within an hour,100%,0.0,1.0,1.0,-33.7874051,151.2855801,1.0,6,6,6,86,52,17,0,4.79,4.67,4.87,4.52,1.85,527.0,1.3333333333333333,67,862.0,493,0.2,63.0
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,32.77943,-117.20469,1.0,20,48,78,162,89,55,5,4.99,4.97,4.94,4.99,2.5,179.0,1.0,47,4470.0,493,0.6666666666666666,87.0
Private room in condo,Private room,4,1.0,2.0,2.0,within an hour,100%,1.0,1.0,1.0,45.44126,12.33617,1.0,22,45,60,61,91,12,0,4.93,5.0,4.96,4.92,2.08,108.0,1.0,25,3469.0,494,0.7333333333333333,131.0
Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,,,0.0,4.0,5.0,40.66748,-73.92589,1.0,30,60,90,365,74,0,0,4.2,4.18,4.0,4.27,0.58,109.0,1.0,25,3983.0,102,1.0,500.0
Entire condo,Entire home/apt,4,1.0,2.0,3.0,,,0.0,6.0,6.0,38.02619,12.88274,1.0,29,50,80,328,0,0,0,,,,,,74.0,1.5,39,1379.0,355,0.9666666666666668,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,16.0,21.0,-22.912966060941525,-43.17871726252806,1.0,23,53,83,175,3,3,1,5.0,4.67,4.67,5.0,1.23,744.0,1.0,25,3645.0,235,0.7666666666666667,98.0
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,within an hour,100%,0.0,31.0,35.0,41.008159,16.8780001,1.0,29,59,89,364,1,1,0,5.0,5.0,4.0,5.0,0.15,134.0,0.0,60,1068.0,292,0.9666666666666668,271.0
Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,within an hour,100%,0.0,196.0,248.0,41.39394,2.16437,1.0,10,24,32,300,0,0,0,,,,,,274.0,1.0,29,4459.0,423,0.3333333333333333,
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,0.0,13.0,17.0,26.19321,-80.09605,1.0,0,1,11,72,44,39,3,4.84,4.66,4.98,4.77,3.01,149.0,2.0,53,2316.0,498,0.0,87.0
Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,within an hour,100%,0.0,196.0,248.0,41.37363,2.169,1.0,1,1,1,1,27,17,3,4.44,4.44,4.59,4.37,1.37,147.0,3.0,26,4459.0,404,0.0333333333333333,18.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,a few days or more,33%,0.0,1.0,1.0,45.52379,-73.57415,1.0,29,54,58,113,27,1,0,4.85,4.63,4.96,4.81,0.5,54.0,1.0,24,2374.0,515,0.9666666666666668,283.0
Private room in home,Private room,2,1.0,2.0,2.0,,,0.0,2.0,2.0,36.30306,-115.27744,1.0,28,58,88,267,23,0,0,5.0,5.0,5.0,5.0,0.25,37.0,1.0,50,3244.0,528,0.9333333333333332,632.0
Entire rental unit,Entire home/apt,8,1.0,1.0,3.0,within an hour,100%,1.0,14.0,16.0,36.1333,-115.23313,1.0,10,12,28,279,51,13,0,4.73,4.78,4.78,4.76,1.82,126.0,3.0,50,3050.0,539,0.3333333333333333,32.0
Entire condo,Entire home/apt,5,2.0,1.0,3.0,within an hour,100%,1.0,6.0,6.0,48.21417,16.38382,1.0,4,11,22,223,4,4,2,5.0,4.75,4.75,4.75,1.76,112.0,3.0,52,3423.0,472,0.1333333333333333,15.0
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,1.0,2.0,3.0,-22.96596,-43.21992,1.0,1,14,32,304,91,22,1,4.95,4.96,4.97,4.8,1.84,300.0,1.0,35,4067.0,136,0.0333333333333333,81.0
Private room in rental unit,Private room,2,0.5,1.0,1.0,within an hour,100%,0.0,2.0,2.0,40.42122504846239,-3.7028418481349945,1.0,14,20,35,304,61,55,4,4.57,4.41,4.9,4.44,4.63,43.0,1.0,47,434.0,311,0.4666666666666667,16.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,a few days or more,41%,0.0,20.0,20.0,40.72628,-73.99067,1.0,28,58,88,271,0,0,0,,,,,,63.0,1.0,28,175.0,381,0.9333333333333332,
Entire condo,Entire home/apt,6,2.0,3.0,6.0,within a day,91%,0.0,194.0,485.0,41.894466,3.193556,1.0,30,60,90,365,0,0,0,,,,,,300.0,2.0,13,3817.0,536,1.0,
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,,,0.0,2.0,3.0,37.28244,13.56611,1.0,27,57,87,342,30,2,0,4.67,4.73,4.73,4.67,0.33,87.0,2.0,31,3819.0,409,0.9,192.0
Private room in condo,Private room,3,1.0,1.0,2.0,within an hour,100%,0.0,1.0,2.0,38.11804,13.36155,1.0,29,59,89,364,14,4,0,4.93,4.86,4.71,4.86,0.41,63.0,2.0,35,3011.0,456,0.9666666666666668,206.0
Entire home,Entire home/apt,8,3.0,3.0,5.0,within an hour,100%,1.0,75.0,75.0,32.7611835,-117.2487825,1.0,18,43,50,51,20,13,1,5.0,5.0,4.95,4.65,0.89,655.0,1.6666666666666667,66,958.0,440,0.6,93.0
Entire home,Entire home/apt,6,1.0,3.0,4.0,within a few hours,75%,1.0,1.0,1.0,52.0889328,-9.4569439,1.0,20,50,80,355,10,7,0,4.8,5.0,4.8,4.9,0.77,300.0,1.3333333333333333,43,611.0,509,0.6666666666666666,173.0
Private room in resort,Private room,4,1.0,0.0,2.0,within an hour,100%,1.0,2.0,2.0,22.21903,-159.49481,1.0,4,12,18,222,258,36,3,4.87,4.9,4.93,4.78,3.08,206.0,,56,2889.0,501,0.1333333333333333,6.0
Entire cabin,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,2.0,4.0,55.92780206878066,-3.323182399940752,1.0,15,45,71,338,5,5,0,4.6,4.8,4.8,4.6,0.93,126.0,1.0,6,3139.0,435,0.5,72.0
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,44.82718,-0.5776,1.0,2,5,25,205,20,20,0,4.45,4.1,4.55,4.55,2.29,54.0,1.0,37,2769.0,472,0.0666666666666666,55.0
Entire serviced apartment,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,1.0,6.0,6.0,36.84919,27.07551,1.0,28,58,88,250,3,1,0,5.0,5.0,5.0,4.33,0.1,120.0,1.5,39,1356.0,480,0.9333333333333332,132.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,96%,0.0,10.0,14.0,47.615249,-122.347952,1.0,20,50,80,343,60,21,1,4.8,4.87,4.75,4.57,1.34,149.0,2.0,21,1562.0,94,0.6666666666666666,103.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,1.0,2.0,2.0,36.4244707,28.2069278,1.0,0,0,1,242,11,9,0,5.0,5.0,4.91,4.91,0.69,72.0,1.0,31,609.0,48,0.0,156.0
Entire home,Entire home/apt,10,3.0,3.0,5.0,within an hour,100%,1.0,3.0,3.0,30.24879,-97.76463,1.0,15,37,63,325,7,7,2,4.43,5.0,4.0,4.86,1.26,321.0,1.6666666666666667,44,2847.0,86,0.5,12.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,1.0,7.0,7.0,37.997375,23.728378,1.0,0,2,2,179,5,4,0,5.0,5.0,4.6,4.8,0.17,26.0,1.0,14,2586.0,525,0.0,182.0
Entire home,Entire home/apt,7,2.0,3.0,3.0,within a few hours,93%,1.0,6.0,6.0,32.70221499422836,-97.34465613730409,1.0,21,51,81,171,20,12,0,4.95,5.0,4.85,4.8,1.01,202.0,1.0,52,3660.0,393,0.7,46.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,3.0,6.0,45.55211,-73.64109,1.0,30,60,90,365,27,3,0,4.63,4.7,4.7,4.67,0.94,52.0,1.0,29,870.0,536,1.0,81.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,2.0,2.0,20.787,-156.46859,1.0,0,1,12,176,4,4,0,5.0,5.0,5.0,4.75,0.35,263.0,1.0,63,5318.0,503,0.0,211.0
Private room in home,Private room,1,1.0,1.0,1.0,within a day,80%,0.0,2.0,2.0,51.36077,-0.15441,1.0,30,60,90,365,0,0,0,,,,,,56.0,1.0,60,678.0,529,1.0,
Private room in home,Private room,2,0.5,1.0,1.0,within a day,50%,0.0,2.0,2.0,51.5152775,0.0349934,1.0,28,58,88,178,3,3,0,2.0,2.0,4.67,2.0,0.55,27.0,1.0,23,2157.0,444,0.9333333333333332,196.0
Entire rental unit,Entire home/apt,5,1.0,0.0,3.0,within an hour,100%,0.0,299.0,321.0,41.1205635,16.8632907,1.0,29,59,89,364,6,6,0,4.0,3.67,3.67,3.5,0.63,73.0,,28,855.0,111,0.9666666666666668,264.0
Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,within a few hours,100%,1.0,1.0,1.0,51.44147052318422,-0.1353523135185241,1.0,8,12,19,39,18,13,0,4.94,4.67,4.89,4.89,1.12,150.0,0.5,56,3276.0,532,0.2666666666666666,153.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,37.80261470000001,12.43461958836058,1.0,28,58,88,257,67,57,1,4.87,4.9,4.82,4.85,4.51,43.0,1.0,20,520.0,535,0.9333333333333332,104.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,2.0,48.83532,2.34358,1.0,16,20,50,50,56,14,1,4.63,4.53,4.73,4.49,0.54,78.0,1.0,20,3570.0,268,0.5333333333333333,115.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,1.0,9.0,9.0,48.22546,16.38437,1.0,6,7,9,159,58,58,4,4.76,4.81,4.6,4.79,6.13,42.0,2.0,32,2957.0,434,0.2,11.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,0.0,1.0,2.0,46.45118724724978,6.891909761740378,1.0,30,43,51,144,1,1,1,5.0,5.0,5.0,5.0,1.0,180.0,1.0,30,2746.0,434,1.0,21.0
Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,1.0,7.0,7.0,53.34756,-6.2668,1.0,16,39,52,271,11,11,4,4.91,4.82,5.0,4.91,2.62,249.0,1.5,22,201.0,507,0.5333333333333333,12.0
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,52.4852293,13.3539758,1.0,25,55,85,360,0,0,0,,,,,,53.0,1.0,7,2067.0,588,0.8333333333333334,
Hut,Entire home/apt,2,1.0,1.0,2.0,,,0.0,1.0,1.0,-28.30934,153.43555,1.0,30,60,90,91,39,0,0,4.92,4.97,4.95,4.85,0.62,150.0,2.0,42,2116.0,474,1.0,1238.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,93%,1.0,2.0,2.0,-27.49578,153.03684,1.0,2,15,35,93,53,28,2,4.98,4.98,4.79,4.91,2.11,135.0,1.0,41,1337.0,469,0.0666666666666666,28.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,0.0,1.0,3.0,26.13825,-80.12154,1.0,28,58,88,268,0,0,0,,,,,,121.0,1.0,12,2095.0,443,0.9333333333333332,
Entire home,Entire home/apt,3,1.0,1.0,2.0,within a few hours,93%,0.0,135.0,190.0,40.74167,17.42658,1.0,30,60,90,365,0,0,0,,,,,,150.0,2.0,9,3677.0,252,1.0,
Entire guest suite,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,0.0,1.0,2.0,37.74717,-122.47417,1.0,21,51,81,170,39,39,3,4.62,4.62,4.85,4.41,3.33,103.0,1.5,35,390.0,316,0.7,19.0
Private room in home,Private room,4,1.0,2.0,2.0,within a few hours,100%,1.0,1.0,1.0,29.99332271000797,-90.0605314595859,1.0,5,32,58,147,113,75,6,4.81,4.93,4.81,4.87,6.43,98.0,1.0,58,3648.0,422,0.1666666666666666,19.0
Entire home,Entire home/apt,6,2.0,3.0,4.0,within a few hours,100%,1.0,4.0,5.0,-32.06888,115.81773,1.0,0,0,24,115,113,17,0,4.88,4.9,4.81,4.76,1.83,187.0,1.3333333333333333,58,1944.0,472,0.0,132.0
Entire condo,Entire home/apt,6,2.0,3.0,3.0,within an hour,100%,1.0,12.0,12.0,19.4512,-99.15508,1.0,8,34,64,339,2,0,0,4.5,4.5,4.5,4.5,0.07,860.0,1.0,42,3002.0,497,0.2666666666666666,724.0
Entire serviced apartment,Entire home/apt,2,1.5,1.0,1.0,a few days or more,22%,0.0,11.0,11.0,-34.14375,18.89493,1.0,30,60,90,365,0,0,0,,,,,,574.0,1.0,10,2243.0,398,1.0,
Entire home,Entire home/apt,8,2.0,3.0,5.0,within an hour,100%,0.0,1.0,1.0,-38.12291,144.63542,1.0,24,54,84,359,8,5,0,4.75,4.75,4.88,4.75,0.35,564.0,1.6666666666666667,39,2251.0,379,0.8,112.0
Entire guest suite,Entire home/apt,4,1.5,1.0,1.0,within an hour,100%,1.0,1.0,1.0,45.55757,-122.66546,1.0,16,16,39,298,570,54,2,4.97,4.96,4.9,4.92,4.4,86.0,1.0,65,4434.0,325,0.5333333333333333,18.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,90%,1.0,4.0,4.0,19.6362605,-155.9900159,1.0,0,0,0,0,41,26,3,4.88,4.93,4.93,4.85,2.35,169.0,,62,829.0,362,0.0,12.0
Entire rental unit,Entire home/apt,8,3.0,4.0,4.0,within an hour,100%,0.0,29.0,31.0,-28.64181,153.60437,1.0,0,0,0,0,54,12,0,4.91,4.8,4.83,4.63,0.59,689.0,1.0,56,3531.0,484,0.0,119.0
Entire guest suite,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,1.0,1.0,2.0,35.58078,-82.5966,1.0,9,9,9,9,671,34,2,4.93,4.92,4.95,4.87,5.46,118.0,1.5,26,3826.0,84,0.3,6.0
Entire serviced apartment,Entire home/apt,8,2.0,2.0,4.0,within an hour,100%,1.0,17.0,18.0,36.15498381899232,-86.77535243332386,1.0,0,10,28,237,45,45,8,4.93,4.87,4.96,4.91,8.13,338.0,2.0,60,461.0,524,0.0,11.0
