property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,7.0,7.0,41.15089,-8.60337,True,18,33,37,225,2,2,0,4.5,5.0,3.5,3.5,0.24,54.0,1.0,10,942.0,290,0.6,193.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,151.0,466.0,32.80921,-96.7958,True,0,0,0,12,6,0,0,5.0,5.0,5.0,5.0,0.07,121.0,1.0,47,2993.0,192,0.0,2321.0
Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,within a day,65%,False,256.0,288.0,40.40219188268949,-3.6968582637167215,True,0,0,0,0,0,0,0,4.86,4.87,4.88,4.77,0.87,87.0,1.0,5,639.0,541,0.0,unknown
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within an hour,95%,False,212.0,335.0,51.5129278925832,-0.0081226653325835,True,8,29,29,29,2,2,0,4.5,3.5,4.5,5.0,0.7,160.0,1.0,28,3020.0,140,0.2666666666666666,162.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,32.0,33.0,37.97939,23.7453,True,20,50,78,344,6,1,0,4.5,4.67,4.67,4.33,0.21,90.0,1.0,17,2226.0,236,0.6666666666666666,405.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,True,5.0,5.0,50.82438552871833,4.3769697936851975,True,7,30,56,222,93,56,3,4.86,4.75,4.77,4.75,3.51,109.0,2.0,47,1640.0,175,0.2333333333333333,19.0
Entire condo,Entire home/apt,6,2.0,2.0,4.0,within a few hours,100%,False,2.0,2.0,25.98662,-80.11927,True,22,39,69,249,35,1,0,4.8,4.77,4.71,4.66,0.58,410.0,2.0,81,2398.0,513,0.7333333333333333,433.0
Entire home,Entire home/apt,6,3.0,3.0,4.0,a few days or more,44%,False,1.0,1.0,-33.88558,151.16527,True,0,19,19,58,10,3,0,4.9,4.9,5.0,4.7,0.16,371.0,1.3333333333333333,40,4318.0,425,0.0,70.0
Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,within an hour,100%,False,358.0,411.0,40.41854,-3.69759,True,6,16,31,306,54,31,3,4.65,4.83,4.85,4.59,2.8,203.0,1.3333333333333333,23,1558.0,487,0.2,10.0
Room in resort,Hotel room,5,1.0,2.0,3.0,within an hour,100%,False,20.0,21.0,-41.57303,148.31097,True,11,27,52,238,18,2,0,4.61,4.72,4.89,4.5,0.36,291.0,1.5,16,4070.0,363,0.3666666666666666,345.0
Trullo,Entire home/apt,4,1.0,1.0,1.0,within a day,90%,False,161.0,300.0,40.79202,17.3174,True,28,58,88,321,23,1,0,4.91,5.0,4.7,4.91,0.44,130.0,1.0,24,2122.0,303,0.9333333333333332,252.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,1.0,4.0,26.0106529,-80.1171664,True,14,31,48,48,73,19,0,4.58,4.78,4.9,4.73,2.36,103.0,1.0,7,1036.0,486,0.4666666666666667,144.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,-28.543417,153.546143,True,25,51,52,52,100,25,3,4.8,4.93,4.84,4.58,2.84,180.0,1.0,36,1074.0,520,0.8333333333333334,12.0
Entire home,Entire home/apt,2,1.5,1.0,1.0,within an hour,100%,False,1.0,1.0,52.15846,-7.15433,True,25,55,85,85,100,64,3,4.78,4.83,4.92,4.71,4.18,91.0,1.0,22,840.0,297,0.8333333333333334,96.0
Entire condo,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,False,1.0,2.0,37.98233,23.76146,True,26,56,86,361,5,1,0,5.0,5.0,5.0,5.0,0.2,110.0,1.0,45,2563.0,327,0.8666666666666667,194.0
Entire rental unit,Entire home/apt,2,2.5,1.0,1.0,within an hour,100%,True,3.0,3.0,-22.9837243,-43.2099312,True,3,7,17,21,13,12,3,5.0,5.0,5.0,5.0,0.98,824.0,1.0,32,3278.0,532,0.1,81.0
Entire rental unit,Entire home/apt,8,2.0,4.0,4.0,within an hour,100%,False,4.0,7.0,41.95332206886128,-87.65426825341319,True,1,27,46,46,1,1,0,5.0,5.0,5.0,3.0,0.14,104.0,1.0,13,3114.0,143,0.0333333333333333,220.0
Entire bungalow,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,1.0,1.0,49.78809,-97.15203,True,29,59,89,115,17,17,0,4.59,4.71,4.59,4.59,1.44,119.0,1.0,71,1705.0,500,0.9666666666666668,75.0
Private room in townhouse,Private room,2,1.5,1.0,1.0,within an hour,100%,False,9.0,11.0,-37.86882,145.14277,True,0,23,53,328,32,1,0,4.69,4.63,4.69,4.81,0.41,66.0,1.0,42,2358.0,413,0.0,139.0
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,True,1.0,1.0,45.76302,4.82592,True,7,17,28,134,798,42,2,4.76,4.88,4.94,4.74,7.51,63.0,2.0,23,3191.0,398,0.2333333333333333,28.0
Entire guest suite,Entire home/apt,6,1.0,3.0,4.0,within an hour,100%,True,11.0,11.0,44.9539146,-93.276921,True,29,59,88,363,7,7,0,4.86,5.0,4.71,4.86,1.35,210.0,1.3333333333333333,46,4649.0,497,0.9666666666666668,75.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,True,3.0,3.0,45.45257,12.35073,True,25,35,42,132,217,55,1,4.94,4.99,4.9,4.88,3.88,124.0,unknown,40,3064.0,475,0.8333333333333334,26.0
Private room in townhouse,Private room,4,1.0,1.0,1.0,within an hour,100%,False,1.0,2.0,40.61388296448699,-74.00128728945016,True,25,44,74,254,2,2,0,5.0,5.0,4.5,4.5,0.38,195.0,1.0,43,736.0,406,0.8333333333333334,145.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,False,20.0,25.0,43.6523,-79.40928,True,8,33,33,33,54,4,0,4.67,4.81,4.8,4.52,1.22,55.0,1.0,27,1703.0,108,0.2666666666666666,109.0
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,22.0,22.0,46.815805,-71.20272589999999,True,27,57,87,362,0,0,0,4.86,4.87,4.88,4.77,0.87,251.0,1.0,40,652.0,429,0.9,unknown
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,missing,missing,False,1.0,1.0,43.34831,-1.78168,True,0,0,0,105,18,14,0,4.72,4.72,4.83,4.5,1.07,110.0,2.0,14,1874.0,200,0.0,186.0
Private room in casa particular,Private room,3,1.0,1.0,2.0,within a few hours,100%,True,2.0,3.0,45.45571,9.20115,True,29,59,89,89,16,0,0,4.75,4.88,4.56,4.56,0.56,50.0,2.0,50,1345.0,197,0.9666666666666668,601.0
Entire rental unit,Entire home/apt,9,4.5,4.0,5.0,within an hour,100%,False,3.0,3.0,37.07421,25.35253,True,23,53,83,293,6,6,0,5.0,5.0,5.0,5.0,0.89,420.0,1.25,57,561.0,193,0.7666666666666667,156.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,1.0,1.0,44.90887183252868,-93.22902253639404,True,14,44,74,333,9,9,1,5.0,5.0,5.0,5.0,1.61,72.0,1.0,40,2533.0,495,0.4666666666666667,27.0
Entire townhouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,16.0,17.0,34.01709,-118.39713,True,1,31,55,144,51,2,0,4.98,4.92,4.92,4.73,0.97,276.0,1.0,35,3741.0,493,0.0333333333333333,203.0
Entire condo,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,57.0,83.0,49.89464,-97.14562,True,2,23,53,103,48,11,1,4.5,4.44,4.73,4.44,1.02,106.0,1.0,46,2955.0,345,0.0666666666666666,30.0
Entire rental unit,Entire home/apt,5,0.0,2.0,2.0,a few days or more,0%,False,15.0,15.0,41.39897,2.15933,True,23,36,52,277,1,0,0,5.0,5.0,5.0,5.0,0.04,412.0,1.0,14,1634.0,0,0.7666666666666667,852.0
Private room in home,Private room,4,1.0,3.0,3.0,within a few hours,100%,True,3.0,4.0,53.30817,-6.1973,True,24,39,62,130,3,3,0,5.0,5.0,5.0,5.0,0.39,185.0,1.0,46,1156.0,358,0.8,151.0
Private room in rental unit,Private room,4,1.0,1.0,2.0,missing,missing,False,3.0,3.0,37.11307,13.98954,True,30,60,90,365,11,0,0,4.82,5.0,4.82,4.73,0.11,150.0,2.0,16,3175.0,481,1.0,1671.0
Entire condo,Entire home/apt,6,2.0,2.0,2.0,within an hour,100%,True,2.0,3.0,49.26555312362871,-123.09913825886076,True,14,26,26,26,72,30,0,4.89,4.9,4.89,4.75,2.62,319.0,1.0,68,3709.0,499,0.4666666666666667,42.0
Entire home,Entire home/apt,8,2.5,4.0,4.0,within an hour,100%,True,23.0,29.0,34.1518,-118.64246,True,0,25,52,232,16,16,0,4.31,4.31,4.19,4.19,1.38,279.0,1.0,63,1515.0,54,0.0,75.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,1.0,1.0,48.88191,2.37339,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,150.0,2.0,17,3158.0,214,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,within an hour,100%,False,2.0,9.0,37.97587,23.73157,True,22,52,82,172,113,3,0,4.65,4.82,4.9,4.72,1.71,83.0,1.0,49,2056.0,494,0.7333333333333333,126.0
Entire townhouse,Entire home/apt,6,2.0,4.0,4.0,within an hour,100%,False,2.0,3.0,-33.91319,151.25316,True,16,31,61,278,2,2,1,4.5,4.0,5.0,4.0,0.94,855.0,1.0,49,3531.0,491,0.5333333333333333,33.0
Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,within an hour,100%,False,23.0,28.0,45.76333,4.83167,True,8,28,55,248,20,2,0,4.6,4.65,4.9,4.45,0.66,102.0,1.0,25,2711.0,439,0.2666666666666666,45.0
Private room in townhouse,Private room,2,1.0,1.0,2.0,within an hour,100%,True,1.0,1.0,40.68578,-73.96093,True,6,8,9,230,418,38,2,4.83,4.86,4.81,4.83,3.06,116.0,2.0,22,4134.0,200,0.2,17.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a few hours,90%,False,4.0,4.0,-33.93109,18.46538,True,1,31,61,241,0,0,0,4.86,4.87,4.88,4.77,0.87,326.0,1.0,23,3568.0,368,0.0333333333333333,unknown
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,583.0,1012.0,37.574408503269225,15.166648144705182,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,125.0,2.0,29,498.0,335,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,within an hour,100%,True,4.0,4.0,35.511133866176166,24.014155255841548,True,29,59,89,364,6,0,0,5.0,5.0,4.5,4.67,0.34,90.0,0.0,53,2653.0,379,0.9666666666666668,513.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,2.0,3.0,50.85412,4.37153,True,1,5,9,137,193,56,6,4.62,4.54,4.35,4.66,7.61,66.0,1.0,30,3548.0,234,0.0333333333333333,4.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,1.0,1.0,38.11201,13.36877,True,22,52,82,357,80,26,1,4.88,4.9,4.74,4.79,2.42,60.0,2.0,44,1075.0,342,0.7333333333333333,103.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,missing,missing,False,1.0,1.0,45.50355,9.21275,True,0,0,0,259,31,2,0,4.77,4.77,4.32,4.84,0.27,64.0,1.0,17,3554.0,265,0.0,249.0
Entire home,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,False,13.0,22.0,43.7312692,-79.4058052,True,30,60,89,89,0,0,0,4.86,4.87,4.88,4.77,0.87,103.0,1.0,43,4955.0,499,1.0,unknown
Private room in rental unit,Private room,2,1.0,1.0,1.0,missing,missing,False,4.0,5.0,37.56017,-122.31919,True,0,0,19,294,43,0,0,4.95,5.0,4.98,4.95,0.51,101.0,1.0,40,4930.0,74,0.0,1040.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,45.4616751162601,9.125945244490456,True,13,34,51,318,36,27,0,4.94,4.89,4.78,4.83,1.56,81.0,1.0,45,2960.0,458,0.4333333333333333,75.0
Private room in hostel,Private room,2,1.0,1.0,2.0,within an hour,100%,False,5.0,6.0,40.42605,-3.70218,True,30,60,90,365,446,30,4,4.69,4.7,4.89,4.67,7.18,132.0,2.0,13,3077.0,1000,1.0,9.0
Private room in rental unit,Private room,2,1.5,2.0,1.0,within a day,90%,True,4.0,5.0,51.5437229,-0.1357301,True,21,23,23,283,2,2,0,5.0,5.0,4.5,5.0,0.56,63.0,0.5,9,3650.0,294,0.7,178.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,50.0,57.0,35.02346,24.92358,True,30,60,90,351,26,6,0,4.73,4.88,4.58,4.77,0.59,39.0,1.0,21,1399.0,447,1.0,140.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,-22.9618062,-43.1671566,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,711.0,1.0,7,78.0,454,1.0,unknown
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,False,1.0,1.0,48.8741,2.40465,True,1,9,9,181,95,11,0,4.93,4.86,4.66,4.85,1.75,65.0,unknown,23,4604.0,490,0.0333333333333333,131.0
Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,within an hour,100%,False,196.0,219.0,48.8439955,2.2934846,True,4,21,51,304,25,25,1,4.92,4.88,4.92,4.84,2.9,320.0,1.3333333333333333,38,1178.0,350,0.1333333333333333,117.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within a day,100%,False,3.0,3.0,38.11827,13.36247,True,25,55,82,283,50,2,0,4.98,5.0,5.0,4.94,0.82,112.0,2.0,33,1977.0,426,0.8333333333333334,216.0
Entire serviced apartment,Entire home/apt,2,1.0,0.0,1.0,within a day,80%,False,532.0,885.0,22.28049,114.18636,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,740.0,unknown,15,2802.0,148,0.9666666666666668,unknown
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,3.0,3.0,35.6152141,-82.52615139999999,True,27,53,83,356,61,17,1,4.89,4.89,4.98,4.82,2.28,56.0,1.0,48,813.0,439,0.9,5.0
Private room in condo,Private room,1,4.5,1.0,1.0,within an hour,100%,False,101.0,154.0,21.32025,-157.86865,True,0,0,27,302,6,2,0,4.17,4.0,4.5,4.17,0.13,52.0,1.0,26,1641.0,514,0.0,135.0
Entire condo,Entire home/apt,4,2.0,2.0,2.0,missing,missing,False,3.0,3.0,-23.00727,-43.45648,True,23,53,83,173,0,0,0,4.86,4.87,4.88,4.77,0.87,1000.0,1.0,11,3335.0,270,0.7666666666666667,unknown
Room in hotel,Private room,2,4.0,1.0,2.0,within an hour,100%,False,25.0,26.0,40.4218907,-3.703881299999999,True,0,0,0,0,60,60,2,4.17,4.2,4.58,4.35,5.29,51.0,2.0,26,1903.0,319,0.0,19.0
Entire condo,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,True,4.0,8.0,45.4619739,9.1895414,True,26,56,86,174,0,0,0,4.86,4.87,4.88,4.77,0.87,591.0,1.5,49,1290.0,387,0.8666666666666667,unknown
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within an hour,100%,True,1.0,1.0,-33.8706252,151.1978718,True,5,11,23,81,13,13,0,4.85,4.92,4.92,4.85,2.11,503.0,1.0,15,229.0,545,0.1666666666666666,60.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,81%,True,60.0,104.0,-28.64569,153.61674,True,1,1,1,1,9,2,0,4.22,4.67,4.89,4.33,0.32,356.0,1.5,7,4247.0,510,0.0333333333333333,73.0
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,False,46.0,48.0,30.2555472,-97.7458293,True,13,43,73,348,0,0,0,4.86,4.87,4.88,4.77,0.87,293.0,1.0,45,1599.0,522,0.4333333333333333,unknown
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,missing,missing,False,2.0,2.0,45.49009,9.21817,True,30,60,90,90,4,4,0,5.0,4.75,4.75,4.75,0.59,81.0,1.0,30,2841.0,165,1.0,191.0
Entire serviced apartment,Entire home/apt,6,2.0,3.0,4.0,within an hour,100%,True,19.0,22.0,41.13112,-8.60594,True,1,1,1,1,127,44,1,4.87,4.87,4.87,4.79,1.33,91.0,1.3333333333333333,62,3220.0,334,0.0333333333333333,30.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,96%,False,10.0,52.0,51.47013,-0.10899,True,17,43,73,123,3,3,1,4.67,5.0,4.67,4.33,1.18,150.0,1.5,34,1869.0,491,0.5666666666666667,104.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,90%,False,2.0,4.0,43.76797679029857,11.246019276271072,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,196.0,1.0,6,4016.0,447,1.0,unknown
Entire home,Entire home/apt,6,3.0,3.0,3.0,within an hour,100%,False,1.0,1.0,51.59833,-8.87275,True,15,45,75,289,2,2,0,5.0,5.0,5.0,5.0,0.54,350.0,1.0,8,2506.0,202,0.5,187.0
Entire home,Entire home/apt,4,1.0,3.0,3.0,missing,missing,False,1.0,4.0,43.66329,-79.46055,True,27,57,87,362,5,0,0,4.8,4.6,5.0,4.8,0.07,315.0,1.0,20,5063.0,246,0.9,956.0
Private room in rental unit,Private room,4,1.0,1.0,2.0,missing,missing,False,1.0,2.0,40.64488,-73.89516,True,30,60,90,365,39,0,0,4.74,4.69,4.51,4.72,0.99,86.0,2.0,55,2594.0,53,1.0,746.0
Entire home,Entire home/apt,6,3.0,3.0,3.0,within an hour,99%,False,80.0,82.0,39.73099,3.05708,True,0,1,4,7,0,0,0,4.86,4.87,4.88,4.77,0.87,183.0,1.0,47,4525.0,418,0.0,unknown
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,missing,missing,False,1.0,1.0,-28.68906,153.61001,True,0,15,45,279,7,1,0,4.43,4.43,4.86,4.57,0.1,164.0,1.0,51,3252.0,482,0.0,154.0
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,within an hour,100%,True,1.0,2.0,38.89135,-76.99863,True,1,7,16,93,508,84,0,4.9,4.92,4.95,4.88,6.7,105.0,unknown,40,2869.0,498,0.0333333333333333,48.0
Private room in home,Private room,2,1.5,1.0,1.0,within an hour,100%,True,7.0,14.0,38.71051,-9.42176,True,10,36,66,337,2,2,0,4.0,4.5,4.0,4.0,0.19,32.0,1.0,41,327.0,534,0.3333333333333333,301.0
Room in hotel,Private room,2,1.0,1.0,1.0,missing,missing,False,5.0,5.0,41.4282745,2.1800087,True,8,14,24,171,0,0,0,4.86,4.87,4.88,4.77,0.87,123.0,1.0,49,959.0,491,0.2666666666666666,unknown
Entire condo,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,True,1.0,1.0,40.62802167774596,22.951374873518944,True,0,19,48,142,27,27,1,4.96,4.96,4.89,4.89,2.26,42.0,unknown,50,3244.0,102,0.0,102.0
Private room in rental unit,Private room,2,2.0,1.0,1.0,within a few hours,100%,False,294.0,420.0,22.32419,114.16783,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,160.0,1.0,4,3081.0,257,0.9666666666666668,unknown
Entire home,Entire home/apt,12,3.0,5.0,6.0,within an hour,100%,False,75.0,176.0,-32.09933,115.95626,True,18,31,59,320,76,45,1,4.93,4.89,4.8,4.87,3.06,462.0,1.2,64,2158.0,524,0.6,93.0
Entire rental unit,Entire home/apt,8,2.0,4.0,6.0,within an hour,100%,True,1.0,5.0,40.7797,-74.1662,True,24,54,84,264,34,18,2,4.85,4.88,4.59,4.76,1.5,344.0,1.5,58,781.0,422,0.8,80.0
Entire rental unit,Entire home/apt,4,1.0,2.0,5.0,within a few hours,100%,False,2.0,3.0,-22.96969,-43.18595,True,1,12,29,29,177,22,0,4.79,4.83,4.98,4.81,1.77,230.0,2.5,29,3749.0,531,0.0333333333333333,206.0
Entire vacation home,Entire home/apt,4,1.5,0.0,2.0,missing,missing,False,1.0,1.0,40.3493222,17.7260691,True,30,60,90,365,2,2,0,5.0,5.0,5.0,5.0,0.43,60.0,unknown,13,710.0,91,1.0,202.0
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within a day,100%,True,1.0,2.0,48.89046,2.34296,True,6,16,25,209,99,10,0,4.9,4.79,4.9,4.89,0.77,100.0,2.0,23,4288.0,0,0.2,166.0
Private room in rental unit,Private room,2,2.0,1.0,1.0,within an hour,100%,False,7.0,52.0,35.91259,14.44714,True,30,60,90,270,0,0,0,4.86,4.87,4.88,4.77,0.87,56.0,1.0,4,837.0,532,1.0,unknown
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,False,6.0,13.0,36.12095784817139,-115.21247374894702,True,0,29,59,334,0,0,0,4.86,4.87,4.88,4.77,0.87,35.0,1.0,34,3277.0,496,0.0,unknown
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,True,1.0,1.0,55.97589432703735,-3.168303743004799,True,0,4,5,33,12,9,0,4.83,4.92,4.75,4.67,0.63,280.0,1.0,36,2536.0,451,0.0,72.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,True,15.0,29.0,48.18879991780109,16.35392066285575,True,13,35,63,63,452,47,3,4.91,4.96,4.58,4.83,3.94,75.0,1.0,40,3748.0,1000,0.4333333333333333,18.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,48.85456,2.3727,True,11,41,71,346,7,0,0,4.43,4.86,5.0,4.57,0.07,190.0,1.0,31,4010.0,507,0.3666666666666666,881.0
Private room in condo,Private room,1,1.0,1.0,1.0,within an hour,100%,True,2.0,2.0,-22.92237,-43.21813,True,25,55,80,355,86,32,1,4.99,4.94,5.0,4.97,2.83,114.0,1.0,43,1033.0,53,0.8333333333333334,102.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,1.0,1.0,-22.96798,-43.18227,True,25,55,79,169,21,17,0,4.86,4.67,4.86,4.81,1.56,583.0,2.0,37,1549.0,427,0.8333333333333334,117.0
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within an hour,96%,False,73.0,78.0,51.4993782043457,-0.0189260002225637,True,24,54,84,359,6,4,2,4.33,4.17,4.17,4.17,0.14,233.0,1.0,42,1969.0,344,0.8,101.0
Entire home,Entire home/apt,6,2.0,3.0,3.0,within an hour,100%,False,1.0,1.0,37.47872,-122.20325,True,19,49,79,353,1,1,1,5.0,5.0,5.0,5.0,1.0,255.0,1.0,29,309.0,496,0.6333333333333333,82.0
Entire guest suite,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,1.0,2.0,36.81208,14.80879,True,29,59,89,364,49,8,0,4.94,4.98,4.76,4.86,0.63,48.0,2.0,50,3196.0,401,0.9666666666666668,148.0
Earthen home,Entire home/apt,3,1.0,2.0,3.0,missing,missing,False,1.0,1.0,37.82062287480928,24.906197616165244,True,0,0,0,124,3,3,0,5.0,5.0,4.67,5.0,0.33,85.0,1.5,30,427.0,214,0.0,268.0
Entire condo,Entire home/apt,4,1.0,1.0,1.0,within a day,100%,False,4.0,5.0,45.48898315429688,9.186341285705566,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,135.0,1.0,33,2810.0,430,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,7,1.0,1.0,2.0,missing,missing,False,2.0,2.0,41.01225,28.68209,True,30,60,90,365,1,0,0,1.0,1.0,1.0,1.0,0.06,750.0,2.0,12,850.0,403,1.0,583.0
Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,False,1.0,1.0,41.13825135625426,-8.635675638623043,True,22,36,57,304,4,4,0,4.75,4.75,4.75,4.75,0.49,79.0,2.0,42,416.0,501,0.7333333333333333,133.0
Entire guesthouse,Entire home/apt,4,1.0,0.0,2.0,within an hour,100%,True,1.0,1.0,34.1857,-118.19793,True,0,0,26,116,64,6,0,4.94,4.83,4.94,4.92,0.89,169.0,unknown,56,3114.0,499,0.0,71.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,6.0,6.0,19.4354,-99.12885,True,13,23,23,138,315,54,2,4.86,4.85,4.77,4.83,4.83,789.0,1.0,50,2195.0,242,0.4333333333333333,103.0
Entire loft,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,2.0,3.0,37.058868408203125,15.29541015625,True,19,49,79,266,67,21,0,5.0,4.99,5.0,4.97,1.0,190.0,2.0,35,2200.0,413,0.6333333333333333,157.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,2.0,2.0,45.4851737,9.1346276,True,11,23,39,63,85,85,4,4.8,4.88,4.78,4.58,8.98,172.0,1.0,36,289.0,501,0.3666666666666666,5.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,15.0,15.0,38.71036,-9.14557,True,0,6,17,292,10,10,4,4.9,5.0,5.0,4.9,4.17,55.0,1.0,36,4089.0,462,0.0,14.0
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,within an hour,100%,True,1.0,1.0,47.58413160000001,-122.2933495,True,29,59,89,264,17,17,4,5.0,5.0,4.94,4.71,4.21,160.0,1.0,48,2032.0,510,0.9666666666666668,97.0
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,within a day,100%,False,1.0,1.0,47.6311297,-122.3198697,True,29,59,89,268,0,0,0,4.86,4.87,4.88,4.77,0.87,90.0,1.0,48,3637.0,512,0.9666666666666668,unknown
Entire home,Entire home/apt,8,2.5,3.0,5.0,within an hour,100%,True,1.0,1.0,30.17897,-97.79466,True,16,32,50,218,16,16,1,5.0,5.0,4.88,5.0,2.19,326.0,1.6666666666666667,57,1991.0,533,0.5333333333333333,12.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,a few days or more,17%,False,7.0,7.0,40.1426,18.49098,True,0,1,31,306,9,0,0,5.0,4.89,5.0,5.0,0.17,78.0,1.0,32,1839.0,530,0.0,554.0
Entire home,Entire home/apt,4,1.5,2.0,3.0,within a day,100%,False,1.0,1.0,52.42104577469191,4.892023298727118,True,16,34,64,244,1,1,0,5.0,4.0,4.0,4.0,0.12,315.0,1.5,16,3206.0,469,0.5333333333333333,263.0
Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,True,10.0,11.0,43.7771,11.25805,True,9,19,35,284,156,25,0,4.77,4.76,4.9,4.78,1.64,150.0,1.5,23,2915.0,478,0.3,30.0
Entire condo,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,False,10.0,10.0,35.01787,25.85175,True,0,0,9,222,16,0,0,5.0,4.75,5.0,4.94,0.25,75.0,3.0,18,2060.0,410,0.0,577.0
Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,within a few hours,100%,True,9.0,18.0,40.4245195150186,-3.692746752388165,True,15,24,33,99,18,18,2,4.89,4.89,4.89,4.83,2.14,225.0,1.0,26,1386.0,498,0.5,9.0
